idx,issue_time,comp_time,cmd_type,lba,size(KB),latency(us),queue_cnt,cpu_no,host_no,tag,nextlba,continuity
3928,3052.636155,3052.650621,WRITE_10,97457824,1280,14466,4,005,0,15,97460384,1
3929,3052.636160,3052.654427,WRITE_10,97460384,1280,18267,5,005,0,16,97462944,1
3930,3052.636173,3052.657756,WRITE_10,97462944,1280,21583,6,005,0,17,97465504,1
3931,3052.639520,3052.661671,READ_10,37314608,4,22151,7,004,0,1,37314616,0
3932,3052.657866,3052.661675,WRITE_10,97465504,1280,3809,2,005,0,18,97468064,0
3933,3052.657891,3052.665511,WRITE_10,97468064,1280,7620,3,005,0,19,97470624,1
3934,3052.657908,3052.668773,WRITE_10,97470624,1280,10865,4,005,0,20,97473184,1
3935,3052.657923,3052.673022,WRITE_10,97473184,1280,15099,5,005,0,21,97475744,1
3936,3052.657945,3052.676881,WRITE_10,97475744,1280,18936,6,005,0,22,97478304,1
3937,3052.657958,3052.680208,WRITE_10,97478304,1280,22250,7,005,0,23,97480864,1
3938,3052.665986,3052.680321,READ_10,37314840,4,14335,5,004,0,2,37314848,0
3941,3052.686779,3052.689266,WRITE_10,97480864,1280,2487,1,002,0,29,97483424,0
3942,3052.686784,3052.691699,WRITE_10,97483424,1280,4915,2,002,0,30,97485984,1
3943,3052.686786,3052.694143,WRITE_10,97485984,1280,7357,3,002,0,0,97488544,1
3944,3052.686788,3052.696566,WRITE_10,97488544,1280,9778,4,002,0,3,97491104,1
3945,3052.686790,3052.698963,WRITE_10,97491104,1280,12173,5,002,0,4,97493664,1
3946,3052.686791,3052.701967,WRITE_10,97493664,1280,15176,6,002,0,5,97496224,1
3947,3052.686793,3052.702058,READ_10,37312880,4,15265,7,002,0,6,37312888,0
3949,3052.707610,3052.710239,WRITE_10,97496224,1280,2629,1,002,0,20,97498784,0
3950,3052.707614,3052.712673,WRITE_10,97498784,1280,5059,2,002,0,21,97501344,1
3951,3052.707616,3052.715105,WRITE_10,97501344,1280,7489,3,002,0,22,97503904,1
3952,3052.707617,3052.717538,WRITE_10,97503904,1280,9921,4,002,0,23,97506464,1
3953,3052.707619,3052.719972,WRITE_10,97506464,1280,12353,5,002,0,31,97509024,1
3954,3052.707621,3052.722741,WRITE_10,97509024,1280,15120,6,002,0,2,97511584,1
3955,3052.707623,3052.727660,READ_10,37312920,4,20037,7,002,0,3,37312928,0
3956,3052.722850,3052.727663,WRITE_10,97511584,1280,4813,2,005,0,4,97514144,0
3957,3052.722875,3052.731921,WRITE_10,97514144,1280,9046,3,005,0,5,97516704,1
3958,3052.722892,3052.736057,WRITE_10,97516704,1280,13165,4,005,0,6,97519264,1
3959,3052.722931,3052.740207,WRITE_10,97519264,1280,17276,5,005,0,7,97521824,1
3960,3052.732131,3052.740282,READ_10,37313560,4,8151,3,004,0,3,37313568,0
3961,3052.740316,3052.743856,WRITE_10,97521824,1280,3540,1,005,0,8,97524384,0
3962,3052.740341,3052.747940,WRITE_10,97524384,1280,7599,2,005,0,9,97526944,1
3963,3052.740356,3052.751848,WRITE_10,97526944,1280,11492,3,005,0,10,97529504,1
3964,3052.740395,3052.755963,WRITE_10,97529504,1280,15568,4,005,0,11,97532064,1
3965,3052.756074,3052.759747,WRITE_10,97532064,1280,3673,1,005,0,12,97534624,1
3966,3052.756098,3052.763870,WRITE_10,97534624,1280,7772,2,005,0,13,97537184,1
3967,3052.756119,3052.768025,WRITE_10,97537184,1280,11906,3,005,0,14,97539744,1
3969,3052.758838,3052.771513,READ_10,37311320,4,12675,5,004,0,4,37311328,0
3968,3052.756132,3052.771517,WRITE_10,97539744,1280,15385,4,005,0,15,97542304,0
3971,3052.778557,3052.781056,READ_10,37311504,4,2499,1,002,0,12,37311512,0
3972,3052.778568,3052.781060,WRITE_10,97542304,1280,2492,2,002,0,13,97544864,0
3974,3052.778575,3052.784880,WRITE_10,97547424,1280,6305,4,002,0,14,97549984,0
3973,3052.778573,3052.789038,WRITE_10,97544864,1280,10465,3,006,0,24,97547424,0
3975,3052.778583,3052.792654,WRITE_10,97549984,1280,14071,5,006,0,25,97552544,0
3977,3052.794837,3052.797323,WRITE_10,97552544,1280,2486,1,002,0,30,97555104,1
3978,3052.794840,3052.799745,WRITE_10,97555104,1280,4905,2,002,0,0,97557664,1
3979,3052.794842,3052.802206,WRITE_10,97557664,1280,7364,3,002,0,1,97560224,1
3980,3052.794843,3052.804623,WRITE_10,97560224,1280,9780,4,002,0,2,97562784,1
3981,3052.799867,3052.804731,READ_10,37312632,4,4864,3,004,0,5,37312640,0
3982,3052.804736,3052.807339,WRITE_10,97562784,1280,2603,1,005,0,16,97565344,0
3983,3052.804756,3052.811092,WRITE_10,97565344,1280,6336,2,005,0,17,97567904,1
3984,3052.804771,3052.815120,WRITE_10,97567904,1280,10349,3,005,0,18,97570464,1
3985,3052.804809,3052.818887,WRITE_10,97570464,1280,14078,4,005,0,19,97573024,1
3986,3052.818954,3052.822803,WRITE_10,97573024,1280,3849,1,005,0,20,97575584,1
3987,3052.818997,3052.826858,WRITE_10,97575584,1280,7861,2,005,0,21,97578144,1
3988,3052.823764,3052.826963,READ_10,37313704,4,3199,2,004,0,6,37313712,0
3989,3052.826966,3052.830649,WRITE_10,97578144,1280,3683,1,005,0,22,97580704,0
3990,3052.827008,3052.834441,WRITE_10,97580704,1280,7433,2,005,0,23,97583264,1
3991,3052.834466,3052.838440,WRITE_10,97583264,1280,3974,1,005,0,31,97585824,1
3992,3052.834482,3052.842146,WRITE_10,97585824,1280,7664,2,005,0,0,97588384,1
3993,3052.842261,3052.846175,WRITE_10,97588384,1280,3914,1,005,0,1,97590944,1
3994,3052.842307,3052.850313,WRITE_10,97590944,1280,8006,2,005,0,2,97593504,1
3995,3052.844983,3052.850446,READ_10,37314080,4,5463,3,004,0,7,37314088,0
3997,3052.856283,3052.857273,WRITE_10,97593504,512,990,1,002,0,5,97594528,0
3999,3052.873484,3052.873582,READ_10,37312208,4,98,1,002,0,7,37312216,0
4000,3052.878156,3052.878256,READ_10,37311984,4,100,1,004,0,10,37311992,0
4001,3052.892559,3052.892691,READ_10,37314216,4,132,1,003,0,7,37314224,0
4002,3052.906672,3052.906758,READ_10,37311976,4,86,1,000,0,24,37311984,0
4003,3052.911311,3052.911454,READ_10,37314728,4,143,1,000,0,25,37314736,0
4004,3052.925472,3052.925603,READ_10,37312576,4,131,1,000,0,26,37312584,0
4005,3052.930473,3052.932290,WRITE_10,248817168,20,1817,1,002,1,20,248817208,0
4006,3052.932319,3052.933278,SYNCHRONIZE_CACHE,0,0,959,1,002,1,21,0,0
4007,3052.933288,3052.933309,WRITE_10,248817208,4,21,1,002,1,22,248817216,0
4008,3052.933318,3052.934170,SYNCHRONIZE_CACHE,0,0,852,1,002,1,23,0,0
4009,3052.939777,3052.939880,READ_10,37312544,4,103,1,000,0,27,37312552,0
4010,3052.939828,3052.939884,WRITE_10,1050696,4,56,2,000,1,5,1050704,0
4011,3052.939831,3052.939884,WRITE_10,135268432,4,53,3,000,1,6,135268440,0
4012,3052.939832,3052.939885,WRITE_10,441461176,4,53,4,000,1,7,441461184,0
4013,3052.944390,3052.944533,READ_10,37314528,4,143,1,000,0,28,37314536,0
4014,3052.958397,3052.958542,READ_10,37313232,4,145,1,000,0,29,37313240,0
4015,3052.972696,3052.972841,READ_10,37314504,4,145,1,000,0,30,37314512,0
4017,3052.987780,3052.987876,READ_10,37313592,4,96,1,002,0,21,37313600,0
4018,3052.992395,3052.992495,READ_10,37313432,4,100,1,000,0,0,37313440,0
4019,3053.005825,3053.005926,READ_10,37311800,4,101,1,002,0,22,37311808,0
4020,3053.023973,3053.024090,READ_10,37312952,4,117,1,002,0,23,37312960,0
4021,3053.054188,3053.054285,READ_10,37313904,4,97,1,002,0,10,37313912,0
4022,3053.060847,3053.063341,WRITE_10,97594528,1280,2494,1,004,0,11,97597088,0
4023,3053.060856,3053.065773,WRITE_10,97597088,1280,4917,2,004,0,12,97599648,1
4024,3053.060861,3053.068221,WRITE_10,97599648,1280,7360,3,004,0,13,97602208,1
4025,3053.060866,3053.070605,WRITE_10,97602208,1280,9739,4,004,0,14,97604768,1
4026,3053.060871,3053.073067,WRITE_10,97604768,1280,12196,5,004,0,15,97607328,1
4027,3053.060883,3053.075520,WRITE_10,97607328,1280,14637,6,004,0,18,97609888,1
4028,3053.071801,3053.075616,READ_10,37313848,4,3815,3,002,0,11,37313856,0
4029,3053.075608,3053.078100,WRITE_10,97609888,1280,2492,2,000,0,1,97612448,0
4030,3053.075617,3053.080713,WRITE_10,97612448,1280,5096,2,000,0,2,97615008,1
4031,3053.075622,3053.084719,WRITE_10,97615008,1280,9097,3,000,0,3,97617568,1
4032,3053.075627,3053.088329,WRITE_10,97617568,1280,12702,4,000,0,4,97620128,1
4033,3053.075632,3053.092424,WRITE_10,97620128,1280,16792,5,000,0,5,97622688,1
4034,3053.075647,3053.096525,WRITE_10,97622688,1280,20878,6,000,0,6,97625248,1
4035,3053.088961,3053.099742,READ_10,37314272,4,10781,3,000,0,7,37314280,0
4036,3053.096645,3053.099746,WRITE_10,97625248,1280,3101,2,000,0,8,97627808,0
4037,3053.096654,3053.103987,WRITE_10,97627808,1280,7333,3,000,0,9,97630368,1
4038,3053.096659,3053.108047,WRITE_10,97630368,1280,11388,4,000,0,10,97632928,1
4039,3053.096664,3053.111280,WRITE_10,97632928,1280,14616,5,000,0,12,97635488,1
4040,3053.096668,3053.115379,WRITE_10,97635488,1280,18711,6,000,0,13,97638048,1
4041,3053.096682,3053.119451,WRITE_10,97638048,1280,22769,7,000,0,14,97640608,1
4044,3053.125750,3053.128254,READ_10,37314344,4,2504,1,002,0,1,37314352,0
4045,3053.125754,3053.128258,WRITE_10,97640608,1280,2504,2,002,0,2,97643168,0
4046,3053.125756,3053.130647,WRITE_10,97643168,1280,4891,3,002,0,3,97645728,1
4047,3053.125758,3053.133124,WRITE_10,97645728,1280,7366,4,002,0,4,97648288,1
4048,3053.125760,3053.135560,WRITE_10,97648288,1280,9800,5,002,0,5,97650848,1
4049,3053.125762,3053.139053,WRITE_10,97650848,1280,13291,6,002,0,6,97653408,1
4050,3053.125764,3053.142622,WRITE_10,97653408,1280,16858,7,002,0,7,97655968,1
4052,3053.148741,3053.151381,READ_10,37312136,4,2640,1,002,0,18,37312144,0
4053,3053.148745,3053.151385,WRITE_10,97655968,1280,2640,2,002,0,19,97658528,0
4054,3053.148747,3053.153808,WRITE_10,97658528,1280,5061,3,002,0,20,97661088,1
4055,3053.148749,3053.156252,WRITE_10,97661088,1280,7503,4,002,0,21,97663648,1
4056,3053.148750,3053.158685,WRITE_10,97663648,1280,9935,5,002,0,22,97666208,1
4057,3053.148752,3053.162099,WRITE_10,97666208,1280,13347,6,002,0,23,97668768,1
4058,3053.148755,3053.165300,WRITE_10,97668768,1280,16545,7,002,0,31,97671328,1
4059,3053.165414,3053.169433,WRITE_10,97671328,1280,4019,1,001,0,15,97673888,1
4060,3053.165438,3053.173573,WRITE_10,97673888,1280,8135,2,001,0,16,97676448,1
4061,3053.165454,3053.176610,WRITE_10,97676448,1280,11156,3,001,0,17,97679008,1
4062,3053.165468,3053.180574,WRITE_10,97679008,1280,15106,4,001,0,18,97681568,1
4063,3053.165490,3053.184691,WRITE_10,97681568,1280,19201,5,001,0,19,97684128,1
4064,3053.165503,3053.188119,WRITE_10,97684128,1280,22616,6,001,0,20,97686688,1
4065,3053.167148,3053.188123,READ_10,37312704,4,20975,7,000,0,21,37312712,0
4066,3053.188243,3053.192606,WRITE_10,97686688,1280,4363,1,001,0,22,97689248,0
4067,3053.188267,3053.196608,WRITE_10,97689248,1280,8341,2,001,0,23,97691808,1
4068,3053.188283,3053.199857,WRITE_10,97691808,1280,11574,3,001,0,24,97694368,1
4069,3053.188297,3053.203938,WRITE_10,97694368,1280,15641,4,001,0,25,97696928,1
4070,3053.188312,3053.208057,WRITE_10,97696928,1280,19745,5,001,0,26,97699488,1
4071,3053.188349,3053.211531,WRITE_10,97699488,1280,23182,6,001,0,27,97702048,1
4072,3053.192512,3053.211534,READ_10,37312680,4,19022,7,000,0,28,37312688,0
4074,3053.218878,3053.221389,READ_10,37312672,4,2511,1,002,0,13,37312680,0
4075,3053.218893,3053.221401,WRITE_10,97702048,1280,2508,2,002,0,14,97704608,0
4076,3053.218900,3053.223825,WRITE_10,97704608,1280,4925,3,002,0,15,97707168,1
4077,3053.218914,3053.226233,WRITE_10,97707168,1280,7319,4,002,0,16,97709728,1
4078,3053.218916,3053.228705,WRITE_10,97709728,1280,9789,5,002,0,17,97712288,1
4079,3053.218917,3053.231188,WRITE_10,97712288,1280,12271,6,002,0,18,97714848,1
4080,3053.218919,3053.234665,WRITE_10,97714848,1280,15746,7,002,0,19,97717408,1
4082,3053.240995,3053.243867,READ_10,37312472,4,2872,1,002,0,5,37312480,0
4083,3053.241006,3053.243871,WRITE_10,97717408,1280,2865,2,002,0,6,97719968,0
4084,3053.241011,3053.246262,WRITE_10,97719968,1280,5251,3,002,0,7,97722528,1
4085,3053.241017,3053.248739,WRITE_10,97722528,1280,7722,4,002,0,8,97725088,1
4086,3053.241022,3053.251169,WRITE_10,97725088,1280,10147,5,002,0,9,97727648,1
4087,3053.241027,3053.253941,WRITE_10,97727648,1280,12914,6,002,0,10,97730208,1
4088,3053.241032,3053.257586,WRITE_10,97730208,1280,16554,7,002,0,11,97732768,1
4089,3053.257668,3053.261516,WRITE_10,97732768,1280,3848,1,001,0,28,97735328,1
4090,3053.257678,3053.265637,WRITE_10,97735328,1280,7959,2,001,0,29,97737888,1
4091,3053.257683,3053.269089,WRITE_10,97737888,1280,11406,3,001,0,30,97740448,1
4092,3053.257697,3053.273223,WRITE_10,97740448,1280,15526,4,001,0,0,97743008,1
4093,3053.262535,3053.273299,READ_10,37313768,4,10764,4,000,0,31,37313776,0
4094,3053.273335,3053.277080,WRITE_10,97743008,1280,3745,1,001,0,1,97745568,0
4095,3053.273360,3053.280493,WRITE_10,97745568,1280,7133,2,001,0,2,97748128,1
4096,3053.273375,3053.284474,WRITE_10,97748128,1280,11099,3,001,0,3,97750688,1
4097,3053.273413,3053.288415,WRITE_10,97750688,1280,15002,4,001,0,4,97753248,1
4098,3053.277614,3053.288477,READ_10,37313896,4,10863,4,000,0,5,37313904,0
4099,3053.288513,3053.291558,WRITE_10,97753248,1280,3045,1,001,0,6,97755808,0
4100,3053.288522,3053.295629,WRITE_10,97755808,1280,7107,2,001,0,7,97758368,1
4101,3053.288527,3053.299831,WRITE_10,97758368,1280,11304,3,001,0,12,97760928,1
4102,3053.288540,3053.302965,WRITE_10,97760928,1280,14425,4,001,0,13,97763488,1
4104,3053.309518,3053.312015,READ_10,37314720,4,2497,1,002,0,25,37314728,0
4105,3053.309529,3053.312028,WRITE_10,97763488,1280,2499,2,002,0,26,97766048,0
4107,3053.309535,3053.315647,WRITE_10,97768608,1280,6112,4,002,0,27,97771168,0
4106,3053.309533,3053.319560,WRITE_10,97766048,1280,10027,3,003,0,9,97768608,0
4108,3053.309543,3053.323132,WRITE_10,97771168,1280,13589,5,003,0,10,97773728,0
4110,3053.325164,3053.327656,WRITE_10,97773728,1280,2492,1,002,0,9,97776288,1
4111,3053.325167,3053.330084,WRITE_10,97776288,1280,4917,2,002,0,10,97778848,1
4112,3053.325169,3053.332518,WRITE_10,97778848,1280,7349,3,002,0,11,97781408,1
4114,3053.327318,3053.334950,READ_10,37312480,4,7632,5,000,0,6,37312488,0
4113,3053.325171,3053.334954,WRITE_10,97781408,1280,9783,4,002,0,12,97783968,0
4115,3053.335044,3053.337521,WRITE_10,97783968,1280,2477,1,001,0,14,97786528,1
4116,3053.335052,3053.340586,WRITE_10,97786528,1280,5534,2,001,0,15,97789088,1
4117,3053.335057,3053.344349,WRITE_10,97789088,1280,9292,3,001,0,16,97791648,1
4118,3053.335071,3053.347826,WRITE_10,97791648,1280,12755,4,001,0,17,97794208,1
4119,3053.347935,3053.351557,WRITE_10,97794208,1280,3622,1,001,0,18,97796768,1
4120,3053.347960,3053.355389,WRITE_10,97796768,1280,7429,2,001,0,19,97799328,1
4121,3053.347975,3053.359135,WRITE_10,97799328,1280,11160,3,001,0,20,97801888,1
4122,3053.348012,3053.362544,WRITE_10,97801888,1280,14532,4,001,0,21,97804448,1
4123,3053.351204,3053.362562,READ_10,37312456,4,11358,5,000,0,7,37312464,0
4124,3053.362620,3053.366388,WRITE_10,97804448,1280,3768,1,001,0,22,97807008,0
4125,3053.362636,3053.370191,WRITE_10,97807008,1280,7555,2,001,0,23,97809568,1
4126,3053.370300,3053.373616,WRITE_10,97809568,1280,3316,1,001,0,24,97812128,1
4127,3053.370343,3053.377520,WRITE_10,97812128,1280,7177,2,001,0,31,97814688,1
4128,3053.374925,3053.377603,READ_10,37314744,4,2678,2,000,0,13,37314752,0
4130,3053.383467,3053.384456,WRITE_10,97814688,512,989,1,002,0,16,97815712,0
4132,3053.400652,3053.400763,READ_10,37311752,4,111,1,002,0,20,37311760,0
4133,3053.405306,3053.405422,READ_10,37314568,4,116,1,006,0,2,37314576,0
4134,3053.419872,3053.419972,READ_10,37312272,4,100,1,006,0,3,37312280,0
4135,3053.424479,3053.424596,READ_10,37312928,4,117,1,006,0,4,37312936,0
4136,3053.438638,3053.438753,READ_10,37313248,4,115,1,006,0,5,37313256,0
4137,3053.452948,3053.453065,READ_10,37311448,4,117,1,006,0,6,37311456,0
4138,3053.467124,3053.467254,READ_10,37313808,4,130,1,006,0,7,37313816,0
4139,3053.471764,3053.471910,READ_10,37311368,4,146,1,006,0,8,37311376,0
4140,3053.485839,3053.485967,READ_10,37311896,4,128,1,006,0,9,37311904,0
4141,3053.500196,3053.500340,READ_10,37314584,4,144,1,006,0,10,37314592,0
4142,3053.514511,3053.514640,READ_10,37314048,4,129,1,006,0,11,37314056,0
4143,3053.527667,3053.527800,READ_10,37312352,4,133,1,006,0,12,37312360,0
4144,3053.545131,3053.545259,READ_10,37311912,4,128,1,006,0,13,37311920,0
4145,3053.575450,3053.575597,READ_10,37312824,4,147,1,006,0,14,37312832,0
4146,3053.586788,3053.589285,WRITE_10,97815712,1280,2497,1,004,0,19,97818272,0
4147,3053.586797,3053.591707,WRITE_10,97818272,1280,4910,2,004,0,20,97820832,1
4148,3053.586802,3053.594156,WRITE_10,97820832,1280,7354,3,004,0,21,97823392,1
4149,3053.586807,3053.596592,WRITE_10,97823392,1280,9785,4,004,0,22,97825952,1
4150,3053.586812,3053.599019,WRITE_10,97825952,1280,12207,5,004,0,23,97828512,1
4152,3053.592754,3053.601451,READ_10,37312888,4,8697,5,006,0,15,37312896,0
4151,3053.586827,3053.601464,WRITE_10,97828512,1280,14637,6,004,0,31,97831072,0
4153,3053.601531,3053.604022,WRITE_10,97831072,1280,2491,1,004,0,2,97833632,1
4154,3053.601540,3053.606459,WRITE_10,97833632,1280,4919,2,004,0,3,97836192,1
4155,3053.601545,3053.609559,WRITE_10,97836192,1280,8014,3,004,0,4,97838752,1
4156,3053.601550,3053.613068,WRITE_10,97838752,1280,11518,4,004,0,5,97841312,1
4157,3053.601554,3053.616850,WRITE_10,97841312,1280,15296,5,004,0,6,97843872,1
4158,3053.601568,3053.620531,WRITE_10,97843872,1280,18963,6,004,0,7,97846432,1
4159,3053.616661,3053.623640,READ_10,37313464,4,6979,3,004,0,8,37313472,0
4160,3053.620644,3053.623644,WRITE_10,97846432,1280,3000,2,004,0,9,97848992,0
4161,3053.620668,3053.627493,WRITE_10,97848992,1280,6825,3,004,0,10,97851552,1
4162,3053.620684,3053.631484,WRITE_10,97851552,1280,10800,4,004,0,11,97854112,1
4163,3053.620698,3053.634725,WRITE_10,97854112,1280,14027,5,004,0,12,97856672,1
4164,3053.620713,3053.638392,WRITE_10,97856672,1280,17679,6,004,0,13,97859232,1
4165,3053.620749,3053.642098,WRITE_10,97859232,1280,21349,7,004,0,14,97861792,1
4167,3053.649291,3053.651800,READ_10,37311768,4,2509,1,002,0,13,37311776,0
4168,3053.649301,3053.651804,WRITE_10,97861792,1280,2503,2,002,0,14,97864352,0
4169,3053.649307,3053.654191,WRITE_10,97864352,1280,4884,3,002,0,15,97866912,1
4170,3053.649312,3053.656653,WRITE_10,97866912,1280,7341,4,002,0,18,97869472,1
4171,3053.649317,3053.659062,WRITE_10,97869472,1280,9745,5,002,0,19,97872032,1
4172,3053.649322,3053.661532,WRITE_10,97872032,1280,12210,6,002,0,20,97874592,1
4173,3053.649328,3053.664483,WRITE_10,97874592,1280,15155,7,002,0,21,97877152,1
4175,3053.670220,3053.672710,WRITE_10,97877152,1280,2490,1,002,0,1,97879712,1
4176,3053.670230,3053.675122,WRITE_10,97879712,1280,4892,2,002,0,2,97882272,1
4177,3053.670236,3053.677600,WRITE_10,97882272,1280,7364,3,002,0,3,97884832,1
4178,3053.670241,3053.680022,WRITE_10,97884832,1280,9781,4,002,0,4,97887392,1
4179,3053.670246,3053.682443,WRITE_10,97887392,1280,12197,5,002,0,5,97889952,1
4180,3053.670251,3053.685666,WRITE_10,97889952,1280,15415,6,002,0,6,97892512,1
4181,3053.670775,3053.689043,READ_10,37313144,4,18268,7,004,0,15,37313152,0
4182,3053.685735,3053.689045,WRITE_10,97892512,1280,3310,2,004,0,16,97895072,0
4183,3053.685744,3053.692346,WRITE_10,97895072,1280,6602,3,004,0,17,97897632,1
4184,3053.685749,3053.695826,WRITE_10,97897632,1280,10077,4,004,0,18,97900192,1
4185,3053.685754,3053.698246,WRITE_10,97900192,1280,12492,5,004,0,19,97902752,1
4186,3053.685760,3053.702620,WRITE_10,97902752,1280,16860,6,004,0,20,97905312,1
4187,3053.685772,3053.707552,WRITE_10,97905312,1280,21780,7,004,0,21,97907872,1
4188,3053.693256,3053.707568,READ_10,37313872,4,14312,5,004,0,22,37313880,0
4189,3053.707677,3053.711693,WRITE_10,97907872,1280,4016,1,004,0,23,97910432,0
4190,3053.707701,3053.715779,WRITE_10,97910432,1280,8078,2,004,0,31,97912992,1
4191,3053.707717,3053.719887,WRITE_10,97912992,1280,12170,3,004,0,0,97915552,1
4192,3053.707732,3053.723498,WRITE_10,97915552,1280,15766,4,004,0,1,97918112,1
4193,3053.707747,3053.727507,WRITE_10,97918112,1280,19760,5,004,0,2,97920672,1
4194,3053.707785,3053.731828,WRITE_10,97920672,1280,24043,6,004,0,3,97923232,1
4195,3053.711960,3053.732014,READ_10,37314032,4,20054,6,004,0,4,37314040,0
4197,3053.738674,3053.741166,READ_10,37314832,4,2492,1,002,0,15,37314840,0
4198,3053.738678,3053.741170,WRITE_10,97923232,1280,2492,2,002,0,16,97925792,0
4199,3053.738680,3053.743598,WRITE_10,97925792,1280,4918,3,002,0,17,97928352,1
4200,3053.738682,3053.746031,WRITE_10,97928352,1280,7349,4,002,0,18,97930912,1
4204,3053.743961,3053.746576,WRITE_10,138110168,512,2615,5,002,1,24,138111192,0
4205,3053.743974,3053.746585,WRITE_10,11037528,4,2611,6,002,1,25,11037536,0
4201,3053.738684,3053.748463,WRITE_10,97930912,1280,9779,5,002,0,19,97933472,0
4202,3053.738686,3053.751403,WRITE_10,97933472,1280,12717,6,002,0,20,97936032,1
4203,3053.738688,3053.755571,WRITE_10,97936032,1280,16883,7,002,0,21,97938592,1
4207,3053.761884,3053.764663,READ_10,37311624,4,2779,1,002,0,7,37311632,0
4208,3053.761888,3053.764667,WRITE_10,97938592,1280,2779,2,002,0,8,97941152,0
4209,3053.761890,3053.767086,WRITE_10,97941152,1280,5196,3,002,0,9,97943712,1
4210,3053.761892,3053.769530,WRITE_10,97943712,1280,7638,4,002,0,10,97946272,1
4211,3053.761893,3053.771962,WRITE_10,97946272,1280,10069,5,002,0,11,97948832,1
4212,3053.761895,3053.775522,WRITE_10,97948832,1280,13627,6,002,0,12,97951392,1
4213,3053.761897,3053.778870,WRITE_10,97951392,1280,16973,7,002,0,13,97953952,1
4214,3053.778981,3053.782849,WRITE_10,97953952,1280,3868,1,001,0,0,97956512,1
4215,3053.779006,3053.787224,WRITE_10,97956512,1280,8218,2,001,0,1,97959072,1
4216,3053.779022,3053.790595,WRITE_10,97959072,1280,11573,3,001,0,2,97961632,1
4217,3053.779060,3053.794984,WRITE_10,97961632,1280,15924,4,001,0,3,97964192,1
4219,3053.795095,3053.798972,WRITE_10,97964192,1280,3877,2,001,0,4,97966752,1
