sec,lba,count
1236,5.E+08,0
1237,5.E+07,17922
1237,1.E+08,0
1237,1.E+08,0
1237,2.E+08,0
1237,2.E+08,0
1237,3.E+08,0
1237,3.E+08,0
1237,4.E+08,0
1237,4.E+08,0
1237,5.E+08,0
1238,5.E+07,17885
1238,1.E+08,0
1238,1.E+08,0
1238,2.E+08,0
1238,2.E+08,0
1238,3.E+08,0
1238,3.E+08,0
1238,4.E+08,0
1238,4.E+08,0
1238,5.E+08,0
1239,5.E+07,17839
1239,1.E+08,0
1239,1.E+08,0
1239,2.E+08,0
1239,2.E+08,0
1239,3.E+08,2
1239,3.E+08,0
1239,4.E+08,0
1239,4.E+08,0
1239,5.E+08,0
1240,5.E+07,10598
1240,1.E+08,91
1240,1.E+08,0
1240,2.E+08,0
1240,2.E+08,0
1240,3.E+08,0
1240,3.E+08,0
1240,4.E+08,0
1240,4.E+08,0
1240,5.E+08,0
1241,5.E+07,7968
1241,1.E+08,29
1241,1.E+08,0
1241,2.E+08,0
1241,2.E+08,69
1241,3.E+08,0
1241,3.E+08,0
1241,4.E+08,0
1241,4.E+08,0
1241,5.E+08,0
1242,5.E+07,13229
1242,1.E+08,0
1242,1.E+08,0
1242,2.E+08,0
1242,2.E+08,0
1242,3.E+08,0
1242,3.E+08,0
1242,4.E+08,0
1242,4.E+08,0
1242,5.E+08,0
1243,5.E+07,17831
1243,1.E+08,0
1243,1.E+08,0
1243,2.E+08,0
1243,2.E+08,0
1243,3.E+08,0
1243,3.E+08,0
1243,4.E+08,0
1243,4.E+08,0
1243,5.E+08,0
1244,5.E+07,17845
1244,1.E+08,0
1244,1.E+08,0
1244,2.E+08,0
1244,2.E+08,0
1244,3.E+08,2
1244,3.E+08,0
1244,4.E+08,0
1244,4.E+08,0
1244,5.E+08,0
1245,5.E+07,17844
1245,1.E+08,0
1245,1.E+08,0
1245,2.E+08,0
1245,2.E+08,0
1245,3.E+08,0
1245,3.E+08,0
1245,4.E+08,0
1245,4.E+08,0
1245,5.E+08,0
1246,5.E+07,17950
1246,1.E+08,0
1246,1.E+08,0
1246,2.E+08,0
1246,2.E+08,65
1246,3.E+08,0
1246,3.E+08,0
1246,4.E+08,0
1246,4.E+08,0
1246,5.E+08,0
1247,5.E+07,17432
1247,1.E+08,0
1247,1.E+08,0
1247,2.E+08,0
1247,2.E+08,0
1247,3.E+08,0
1247,3.E+08,0
1247,4.E+08,0
1247,4.E+08,0
1247,5.E+08,0
1248,5.E+07,17805
1248,1.E+08,0
1248,1.E+08,0
1248,2.E+08,0
1248,2.E+08,0
1248,3.E+08,0
1248,3.E+08,0
1248,4.E+08,0
1248,4.E+08,0
1248,5.E+08,0
1249,5.E+07,17513
1249,1.E+08,0
1249,1.E+08,0
1249,2.E+08,0
1249,2.E+08,0
1249,3.E+08,2
1249,3.E+08,0
1249,4.E+08,0
1249,4.E+08,0
1249,5.E+08,0
1250,5.E+07,17274
1250,1.E+08,0
1250,1.E+08,0
1250,2.E+08,0
1250,2.E+08,0
1250,3.E+08,0
1250,3.E+08,0
1250,4.E+08,0
1250,4.E+08,0
1250,5.E+08,0
1251,5.E+07,17047
1251,1.E+08,0
1251,1.E+08,0
1251,2.E+08,0
1251,2.E+08,0
1251,3.E+08,0
1251,3.E+08,0
1251,4.E+08,0
1251,4.E+08,0
1251,5.E+08,0
1252,5.E+07,16570
1252,1.E+08,0
1252,1.E+08,0
1252,2.E+08,0
1252,2.E+08,0
1252,3.E+08,0
1252,3.E+08,0
1252,4.E+08,0
1252,4.E+08,0
1252,5.E+08,0
1253,5.E+07,17270
1253,1.E+08,0
1253,1.E+08,0
1253,2.E+08,0
1253,2.E+08,0
1253,3.E+08,0
1253,3.E+08,0
1253,4.E+08,0
1253,4.E+08,0
1253,5.E+08,0
1254,5.E+07,17049
1254,1.E+08,0
1254,1.E+08,0
1254,2.E+08,0
1254,2.E+08,0
1254,3.E+08,2
1254,3.E+08,0
1254,4.E+08,0
1254,4.E+08,0
1254,5.E+08,0
1255,5.E+07,17145
1255,1.E+08,0
1255,1.E+08,0
1255,2.E+08,0
1255,2.E+08,0
1255,3.E+08,0
1255,3.E+08,0
1255,4.E+08,0
1255,4.E+08,0
1255,5.E+08,0
1256,5.E+07,17438
1256,1.E+08,0
1256,1.E+08,0
1256,2.E+08,0
1256,2.E+08,0
1256,3.E+08,0
1256,3.E+08,0
1256,4.E+08,0
1256,4.E+08,0
1256,5.E+08,0
1257,5.E+07,15392
1257,1.E+08,0
1257,1.E+08,0
1257,2.E+08,0
1257,2.E+08,0
1257,3.E+08,0
1257,3.E+08,0
1257,4.E+08,0
1257,4.E+08,0
1257,5.E+08,0
1258,5.E+07,17
1258,1.E+08,0
1258,1.E+08,0
1258,2.E+08,0
1258,2.E+08,0
1258,3.E+08,0
1258,3.E+08,0
1258,4.E+08,0
1258,4.E+08,0
1258,5.E+08,0
1259,5.E+07,190
1259,1.E+08,1
1259,1.E+08,0
1259,2.E+08,0
1259,2.E+08,2
1259,3.E+08,2
1259,3.E+08,0
1259,4.E+08,0
1259,4.E+08,3
1259,5.E+08,0
1260,5.E+07,316
1260,1.E+08,0
1260,1.E+08,0
1260,2.E+08,0
1260,2.E+08,0
1260,3.E+08,0
1260,3.E+08,0
1260,4.E+08,0
1260,4.E+08,0
1260,5.E+08,0
1261,5.E+07,182
1261,1.E+08,0
1261,1.E+08,0
1261,2.E+08,0
1261,2.E+08,0
1261,3.E+08,0
1261,3.E+08,0
1261,4.E+08,0
1261,4.E+08,0
1261,5.E+08,0
1262,5.E+07,144
1262,1.E+08,4
1262,1.E+08,0
1262,2.E+08,0
1262,2.E+08,122
1262,3.E+08,0
1262,3.E+08,0
1262,4.E+08,0
1262,4.E+08,0
1262,5.E+08,0
1263,5.E+07,172
1263,1.E+08,0
1263,1.E+08,0
1263,2.E+08,0
1263,2.E+08,0
1263,3.E+08,0
1263,3.E+08,0
1263,4.E+08,0
1263,4.E+08,0
1263,5.E+08,0
1264,5.E+07,149
1264,1.E+08,0
1264,1.E+08,0
1264,2.E+08,0
1264,2.E+08,0
1264,3.E+08,2
1264,3.E+08,0
1264,4.E+08,0
1264,4.E+08,0
1264,5.E+08,0
1265,5.E+07,169
1265,1.E+08,0
1265,1.E+08,0
1265,2.E+08,0
1265,2.E+08,0
1265,3.E+08,0
1265,3.E+08,0
1265,4.E+08,0
1265,4.E+08,0
1265,5.E+08,0
1266,5.E+07,177
1266,1.E+08,1
1266,1.E+08,0
1266,2.E+08,0
1266,2.E+08,2
1266,3.E+08,0
1266,3.E+08,0
1266,4.E+08,0
1266,4.E+08,3
1266,5.E+08,0
1267,5.E+07,170
1267,1.E+08,2
1267,1.E+08,0
1267,2.E+08,0
1267,2.E+08,2
1267,3.E+08,0
1267,3.E+08,0
1267,4.E+08,0
1267,4.E+08,0
1267,5.E+08,0
1268,5.E+07,209
1268,1.E+08,0
1268,1.E+08,0
1268,2.E+08,0
1268,2.E+08,0
1268,3.E+08,0
1268,3.E+08,0
1268,4.E+08,0
1268,4.E+08,0
1268,5.E+08,0
1269,5.E+07,5928
1269,1.E+08,3
1269,1.E+08,0
1269,2.E+08,0
1269,2.E+08,8
1269,3.E+08,2
1269,3.E+08,0
1269,4.E+08,0
1269,4.E+08,0
1269,5.E+08,0
1270,5.E+07,8293
1270,1.E+08,2
1270,1.E+08,0
1270,2.E+08,0
1270,2.E+08,11
1270,3.E+08,0
1270,3.E+08,0
1270,4.E+08,0
1270,4.E+08,0
1270,5.E+08,0
1271,5.E+07,8366
1271,1.E+08,1
1271,1.E+08,0
1271,2.E+08,0
1271,2.E+08,17
1271,3.E+08,0
1271,3.E+08,0
1271,4.E+08,0
1271,4.E+08,0
1271,5.E+08,0
1272,5.E+07,9192
1272,1.E+08,2
1272,1.E+08,0
1272,2.E+08,0
1272,2.E+08,10
1272,3.E+08,0
1272,3.E+08,0
1272,4.E+08,0
1272,4.E+08,0
1272,5.E+08,0
1273,5.E+07,4737
1273,1.E+08,0
1273,1.E+08,0
1273,2.E+08,0
1273,2.E+08,2
1273,3.E+08,0
1273,3.E+08,0
1273,4.E+08,0
1273,4.E+08,0
1273,5.E+08,0
1274,5.E+07,3876
1274,1.E+08,5
1274,1.E+08,0
1274,2.E+08,0
1274,2.E+08,12
1274,3.E+08,2
1274,3.E+08,0
1274,4.E+08,0
1274,4.E+08,3
1274,5.E+08,0
1275,5.E+07,7434
1275,1.E+08,2
1275,1.E+08,0
1275,2.E+08,0
1275,2.E+08,6
1275,3.E+08,0
1275,3.E+08,0
1275,4.E+08,0
1275,4.E+08,0
1275,5.E+08,0
1276,5.E+07,9865
1276,1.E+08,0
1276,1.E+08,0
1276,2.E+08,0
1276,2.E+08,7
1276,3.E+08,0
1276,3.E+08,0
1276,4.E+08,0
1276,4.E+08,0
1276,5.E+08,0
1277,5.E+07,10485
1277,1.E+08,4
1277,1.E+08,0
1277,2.E+08,0
1277,2.E+08,17
1277,3.E+08,0
1277,3.E+08,0
1277,4.E+08,0
1277,4.E+08,0
1277,5.E+08,0
1278,5.E+07,9108
1278,1.E+08,0
1278,1.E+08,0
1278,2.E+08,0
1278,2.E+08,9
1278,3.E+08,0
1278,3.E+08,0
1278,4.E+08,0
1278,4.E+08,0
1278,5.E+08,0
1279,5.E+07,11447
1279,1.E+08,1
1279,1.E+08,0
1279,2.E+08,0
1279,2.E+08,20
1279,3.E+08,2
1279,3.E+08,0
1279,4.E+08,0
1279,4.E+08,0
1279,5.E+08,0
1280,5.E+07,9082
1280,1.E+08,4
1280,1.E+08,0
1280,2.E+08,0
1280,2.E+08,5
1280,3.E+08,2
1280,3.E+08,0
1280,4.E+08,0
1280,4.E+08,0
1280,5.E+08,0
1281,5.E+07,7196
1281,1.E+08,1
1281,1.E+08,0
1281,2.E+08,0
1281,2.E+08,8
1281,3.E+08,0
1281,3.E+08,0
1281,4.E+08,0
1281,4.E+08,0
1281,5.E+08,0
1282,5.E+07,6807
1282,1.E+08,3
1282,1.E+08,0
1282,2.E+08,0
1282,2.E+08,14
1282,3.E+08,0
1282,3.E+08,0
1282,4.E+08,0
1282,4.E+08,0
1282,5.E+08,0
1283,5.E+07,9040
1283,1.E+08,0
1283,1.E+08,0
1283,2.E+08,0
1283,2.E+08,7
1283,3.E+08,0
1283,3.E+08,0
1283,4.E+08,0
1283,4.E+08,0
1283,5.E+08,0
1284,5.E+07,8685
1284,1.E+08,2
1284,1.E+08,2
1284,2.E+08,0
1284,2.E+08,6
1284,3.E+08,0
1284,3.E+08,0
1284,4.E+08,0
1284,4.E+08,0
1284,5.E+08,0
1285,5.E+07,8348
1285,1.E+08,1
1285,1.E+08,0
1285,2.E+08,0
1285,2.E+08,18
1285,3.E+08,2
1285,3.E+08,0
1285,4.E+08,0
1285,4.E+08,0
1285,5.E+08,0
1286,5.E+07,9801
1286,1.E+08,2
1286,1.E+08,0
1286,2.E+08,0
1286,2.E+08,10
1286,3.E+08,0
1286,3.E+08,0
1286,4.E+08,0
1286,4.E+08,0
1286,5.E+08,0
1287,5.E+07,7211
1287,1.E+08,1
1287,1.E+08,0
1287,2.E+08,0
1287,2.E+08,9
1287,3.E+08,0
1287,3.E+08,0
1287,4.E+08,0
1287,4.E+08,0
1287,5.E+08,0
1288,5.E+07,7958
1288,1.E+08,2
1288,1.E+08,0
1288,2.E+08,0
1288,2.E+08,8
1288,3.E+08,0
1288,3.E+08,0
1288,4.E+08,0
1288,4.E+08,0
1288,5.E+08,0
1289,5.E+07,16448
1289,1.E+08,0
1289,1.E+08,0
1289,2.E+08,0
1289,2.E+08,6
1289,3.E+08,0
1289,3.E+08,0
1289,4.E+08,0
1289,4.E+08,0
1289,5.E+08,0
1290,5.E+07,3895
1290,1.E+08,0
1290,1.E+08,0
1290,2.E+08,0
1290,2.E+08,1
1290,3.E+08,2
1290,3.E+08,0
1290,4.E+08,0
1290,4.E+08,1
1290,5.E+08,0
1294,5.E+07,117
1294,1.E+08,0
1294,1.E+08,0
1294,2.E+08,0
1294,2.E+08,0
1294,3.E+08,0
1294,3.E+08,0
1294,4.E+08,0
1294,4.E+08,0
1294,5.E+08,0
1295,5.E+07,4
1295,1.E+08,1
1295,1.E+08,0
1295,2.E+08,0
1295,2.E+08,1
1295,3.E+08,2
1295,3.E+08,0
1295,4.E+08,0
1295,4.E+08,3
1295,5.E+08,0
1300,5.E+07,149
1300,1.E+08,0
1300,1.E+08,0
1300,2.E+08,0
1300,2.E+08,0
1300,3.E+08,2
1300,3.E+08,0
1300,4.E+08,0
1300,4.E+08,0
1300,5.E+08,0
1301,5.E+07,162
1301,1.E+08,0
1301,1.E+08,0
1301,2.E+08,0
1301,2.E+08,0
1301,3.E+08,0
1301,3.E+08,0
1301,4.E+08,0
1301,4.E+08,0
1301,5.E+08,0
1302,5.E+07,165
1302,1.E+08,0
1302,1.E+08,0
1302,2.E+08,0
1302,2.E+08,0
1302,3.E+08,0
1302,3.E+08,0
1302,4.E+08,0
1302,4.E+08,0
1302,5.E+08,0
1303,5.E+07,171
1303,1.E+08,0
1303,1.E+08,0
1303,2.E+08,0
1303,2.E+08,0
1303,3.E+08,0
1303,3.E+08,0
1303,4.E+08,0
1303,4.E+08,0
1303,5.E+08,0
1304,5.E+07,164
1304,1.E+08,2
1304,1.E+08,0
1304,2.E+08,0
1304,2.E+08,10
1304,3.E+08,0
1304,3.E+08,0
1304,4.E+08,0
1304,4.E+08,0
1304,5.E+08,0
1305,5.E+07,174
1305,1.E+08,0
1305,1.E+08,0
1305,2.E+08,0
1305,2.E+08,0
1305,3.E+08,2
1305,3.E+08,0
1305,4.E+08,0
1305,4.E+08,0
1305,5.E+08,0
1306,5.E+07,174
1306,1.E+08,0
1306,1.E+08,0
1306,2.E+08,0
1306,2.E+08,0
1306,3.E+08,0
1306,3.E+08,0
1306,4.E+08,0
1306,4.E+08,0
1306,5.E+08,0
1307,5.E+07,174
1307,1.E+08,0
1307,1.E+08,0
1307,2.E+08,0
1307,2.E+08,0
1307,3.E+08,0
1307,3.E+08,0
1307,4.E+08,0
1307,4.E+08,0
1307,5.E+08,0
1308,5.E+07,154
1308,1.E+08,0
1308,1.E+08,0
1308,2.E+08,0
1308,2.E+08,0
1308,3.E+08,0
1308,3.E+08,0
1308,4.E+08,0
1308,4.E+08,0
1308,5.E+08,0
1309,5.E+07,181
1309,1.E+08,0
1309,1.E+08,0
1309,2.E+08,0
1309,2.E+08,6
1309,3.E+08,0
1309,3.E+08,0
1309,4.E+08,0
1309,4.E+08,0
1309,5.E+08,0
1310,5.E+07,172
1310,1.E+08,0
1310,1.E+08,0
1310,2.E+08,0
1310,2.E+08,0
1310,3.E+08,2
1310,3.E+08,0
1310,4.E+08,0
1310,4.E+08,0
1310,5.E+08,0
1311,5.E+07,156
1311,1.E+08,0
1311,1.E+08,0
1311,2.E+08,0
1311,2.E+08,0
1311,3.E+08,0
1311,3.E+08,0
1311,4.E+08,0
1311,4.E+08,0
1311,5.E+08,0
1312,5.E+07,154
1312,1.E+08,0
1312,1.E+08,0
1312,2.E+08,0
1312,2.E+08,0
1312,3.E+08,0
1312,3.E+08,0
1312,4.E+08,0
1312,4.E+08,0
1312,5.E+08,0
1313,5.E+07,154
1313,1.E+08,0
1313,1.E+08,0
1313,2.E+08,0
1313,2.E+08,0
1313,3.E+08,0
1313,3.E+08,0
1313,4.E+08,0
1313,4.E+08,0
1313,5.E+08,0
1314,5.E+07,160
1314,1.E+08,0
1314,1.E+08,0
1314,2.E+08,0
1314,2.E+08,0
1314,3.E+08,0
1314,3.E+08,0
1314,4.E+08,0
1314,4.E+08,0
1314,5.E+08,0
1315,5.E+07,166
1315,1.E+08,0
1315,1.E+08,0
1315,2.E+08,0
1315,2.E+08,0
1315,3.E+08,2
1315,3.E+08,0
1315,4.E+08,0
1315,4.E+08,0
1315,5.E+08,0
1316,5.E+07,164
1316,1.E+08,0
1316,1.E+08,0
1316,2.E+08,0
1316,2.E+08,0
1316,3.E+08,0
1316,3.E+08,0
1316,4.E+08,0
1316,4.E+08,0
1316,5.E+08,0
1317,5.E+07,160
1317,1.E+08,0
1317,1.E+08,0
1317,2.E+08,0
1317,2.E+08,0
1317,3.E+08,0
1317,3.E+08,0
1317,4.E+08,0
1317,4.E+08,0
1317,5.E+08,0
1318,5.E+07,160
1318,1.E+08,0
1318,1.E+08,0
1318,2.E+08,0
1318,2.E+08,0
1318,3.E+08,0
1318,3.E+08,0
1318,4.E+08,0
1318,4.E+08,0
1318,5.E+08,0
1319,5.E+07,161
1319,1.E+08,0
1319,1.E+08,0
1319,2.E+08,0
1319,2.E+08,0
1319,3.E+08,0
1319,3.E+08,0
1319,4.E+08,0
1319,4.E+08,0
1319,5.E+08,0
1320,5.E+07,327
1320,1.E+08,0
1320,1.E+08,0
1320,2.E+08,0
1320,2.E+08,0
1320,3.E+08,2
1320,3.E+08,0
1320,4.E+08,0
1320,4.E+08,0
1320,5.E+08,0
1321,5.E+07,173
1321,1.E+08,0
1321,1.E+08,0
1321,2.E+08,0
1321,2.E+08,0
1321,3.E+08,0
1321,3.E+08,0
1321,4.E+08,0
1321,4.E+08,0
1321,5.E+08,0
1322,5.E+07,157
1322,1.E+08,0
1322,1.E+08,0
1322,2.E+08,0
1322,2.E+08,0
1322,3.E+08,0
1322,3.E+08,0
1322,4.E+08,0
1322,4.E+08,0
1322,5.E+08,0
1323,5.E+07,162
1323,1.E+08,0
1323,1.E+08,0
1323,2.E+08,0
1323,2.E+08,0
1323,3.E+08,0
1323,3.E+08,0
1323,4.E+08,0
1323,4.E+08,0
1323,5.E+08,0
1324,5.E+07,158
1324,1.E+08,2
1324,1.E+08,0
1324,2.E+08,0
1324,2.E+08,4
1324,3.E+08,0
1324,3.E+08,0
1324,4.E+08,0
1324,4.E+08,0
1324,5.E+08,0
1325,5.E+07,169
1325,1.E+08,0
1325,1.E+08,0
1325,2.E+08,0
1325,2.E+08,0
1325,3.E+08,2
1325,3.E+08,0
1325,4.E+08,0
1325,4.E+08,0
1325,5.E+08,0
1326,5.E+07,164
1326,1.E+08,0
1326,1.E+08,0
1326,2.E+08,0
1326,2.E+08,0
1326,3.E+08,0
1326,3.E+08,0
1326,4.E+08,0
1326,4.E+08,0
1326,5.E+08,0
1327,5.E+07,180
1327,1.E+08,0
1327,1.E+08,0
1327,2.E+08,0
1327,2.E+08,0
1327,3.E+08,0
1327,3.E+08,0
1327,4.E+08,0
1327,4.E+08,0
1327,5.E+08,0
1328,5.E+07,140
1328,1.E+08,0
1328,1.E+08,0
1328,2.E+08,0
1328,2.E+08,0
1328,3.E+08,0
1328,3.E+08,0
1328,4.E+08,0
1328,4.E+08,0
1328,5.E+08,0
1330,5.E+07,0
1330,1.E+08,0
1330,1.E+08,0
1330,2.E+08,0
1330,2.E+08,0
1330,3.E+08,2
1330,3.E+08,0
1330,4.E+08,0
1330,4.E+08,0
1330,5.E+08,0
1335,5.E+07,2
1335,1.E+08,2
1335,1.E+08,0
1335,2.E+08,0
1335,2.E+08,4
1335,3.E+08,0
1335,3.E+08,0
1335,4.E+08,0
1335,4.E+08,0
1335,5.E+08,0
1336,5.E+07,4
1336,1.E+08,1
1336,1.E+08,0
1336,2.E+08,0
1336,2.E+08,2
1336,3.E+08,2
1336,3.E+08,0
1336,4.E+08,0
1336,4.E+08,3
1336,5.E+08,0
1338,5.E+07,112
1338,1.E+08,0
1338,1.E+08,0
1338,2.E+08,0
1338,2.E+08,0
1338,3.E+08,0
1338,3.E+08,0
1338,4.E+08,0
1338,4.E+08,0
1338,5.E+08,0
1341,5.E+07,0
1341,1.E+08,0
1341,1.E+08,0
1341,2.E+08,0
1341,2.E+08,0
1341,3.E+08,2
1341,3.E+08,0
1341,4.E+08,0
1341,4.E+08,0
1341,5.E+08,0
1345,5.E+07,2
1345,1.E+08,2
1345,1.E+08,0
1345,2.E+08,0
1345,2.E+08,4
1345,3.E+08,0
1345,3.E+08,0
1345,4.E+08,0
1345,4.E+08,0
1345,5.E+08,0
1346,5.E+07,0
1346,1.E+08,0
1346,1.E+08,0
1346,2.E+08,0
1346,2.E+08,0
1346,3.E+08,2
1346,3.E+08,0
1346,4.E+08,0
1346,4.E+08,0
1346,5.E+08,0
1351,5.E+07,0
1351,1.E+08,0
1351,1.E+08,0
1351,2.E+08,0
1351,2.E+08,0
1351,3.E+08,2
1351,3.E+08,0
1351,4.E+08,0
1351,4.E+08,0
1351,5.E+08,0
1355,5.E+07,2
1355,1.E+08,2
1355,1.E+08,0
1355,2.E+08,0
1355,2.E+08,4
1355,3.E+08,0
1355,3.E+08,0
1355,4.E+08,0
1355,4.E+08,0
1355,5.E+08,0
1356,5.E+07,0
1356,1.E+08,0
1356,1.E+08,0
1356,2.E+08,0
1356,2.E+08,0
1356,3.E+08,2
1356,3.E+08,0
1356,4.E+08,0
1356,4.E+08,0
1356,5.E+08,0
1361,5.E+07,0
1361,1.E+08,0
1361,1.E+08,0
1361,2.E+08,0
1361,2.E+08,0
1361,3.E+08,2
1361,3.E+08,0
1361,4.E+08,0
1361,4.E+08,0
1361,5.E+08,0
1365,5.E+07,2
1365,1.E+08,2
1365,1.E+08,0
1365,2.E+08,0
1365,2.E+08,6
1365,3.E+08,0
1365,3.E+08,0
1365,4.E+08,0
1365,4.E+08,0
1365,5.E+08,0
1366,5.E+07,0
1366,1.E+08,0
1366,1.E+08,0
1366,2.E+08,0
1366,2.E+08,0
1366,3.E+08,2
1366,3.E+08,0
1366,4.E+08,0
1366,4.E+08,0
1366,5.E+08,0
1371,5.E+07,4
1371,1.E+08,1
1371,1.E+08,0
1371,2.E+08,0
1371,2.E+08,2
1371,3.E+08,2
1371,3.E+08,0
1371,4.E+08,0
1371,4.E+08,3
1371,5.E+08,0
1376,5.E+07,2
1376,1.E+08,2
1376,1.E+08,0
1376,2.E+08,0
1376,2.E+08,6
1376,3.E+08,2
1376,3.E+08,0
1376,4.E+08,0
1376,4.E+08,0
1376,5.E+08,0
1381,5.E+07,2
1381,1.E+08,2
1381,1.E+08,0
1381,2.E+08,0
1381,2.E+08,4
1381,3.E+08,2
1381,3.E+08,0
1381,4.E+08,0
1381,4.E+08,0
1381,5.E+08,0
1386,5.E+07,2
1386,1.E+08,2
1386,1.E+08,0
1386,2.E+08,0
1386,2.E+08,2
1386,3.E+08,2
1386,3.E+08,0
1386,4.E+08,0
1386,4.E+08,0
1386,5.E+08,0
1391,5.E+07,2
1391,1.E+08,2
1391,1.E+08,0
1391,2.E+08,0
1391,2.E+08,2
1391,3.E+08,2
1391,3.E+08,0
1391,4.E+08,0
1391,4.E+08,0
1391,5.E+08,0
1396,5.E+07,2
1396,1.E+08,2
1396,1.E+08,0
1396,2.E+08,0
1396,2.E+08,2
1396,3.E+08,2
1396,3.E+08,0
1396,4.E+08,0
1396,4.E+08,0
1396,5.E+08,0
1401,5.E+07,2
1401,1.E+08,2
1401,1.E+08,0
1401,2.E+08,0
1401,2.E+08,2
1401,3.E+08,2
1401,3.E+08,0
1401,4.E+08,0
1401,4.E+08,0
1401,5.E+08,0
1404,5.E+07,4
1404,1.E+08,0
1404,1.E+08,0
1404,2.E+08,0
1404,2.E+08,0
1404,3.E+08,0
1404,3.E+08,0
1404,4.E+08,0
1404,4.E+08,0
1404,5.E+08,0
1406,5.E+07,1
1406,1.E+08,2
1406,1.E+08,0
1406,2.E+08,0
1406,2.E+08,2
1406,3.E+08,2
1406,3.E+08,0
1406,4.E+08,0
1406,4.E+08,0
1406,5.E+08,0
1411,5.E+07,1
1411,1.E+08,2
1411,1.E+08,0
1411,2.E+08,0
1411,2.E+08,2
1411,3.E+08,2
1411,3.E+08,0
1411,4.E+08,0
1411,4.E+08,0
1411,5.E+08,0
1416,5.E+07,0
1416,1.E+08,0
1416,1.E+08,0
1416,2.E+08,0
1416,2.E+08,0
1416,3.E+08,2
1416,3.E+08,0
1416,4.E+08,0
1416,4.E+08,0
1416,5.E+08,0
1417,5.E+07,1
1417,1.E+08,2
1417,1.E+08,0
1417,2.E+08,0
1417,2.E+08,2
1417,3.E+08,0
1417,3.E+08,0
1417,4.E+08,0
1417,4.E+08,0
1417,5.E+08,0
1421,5.E+07,0
1421,1.E+08,0
1421,1.E+08,0
1421,2.E+08,0
1421,2.E+08,0
1421,3.E+08,2
1421,3.E+08,0
1421,4.E+08,0
1421,4.E+08,0
1421,5.E+08,0
1422,5.E+07,1
1422,1.E+08,2
1422,1.E+08,0
1422,2.E+08,0
1422,2.E+08,2
1422,3.E+08,0
1422,3.E+08,0
1422,4.E+08,0
1422,4.E+08,0
1422,5.E+08,0
1426,5.E+07,0
1426,1.E+08,0
1426,1.E+08,0
1426,2.E+08,0
1426,2.E+08,0
1426,3.E+08,2
1426,3.E+08,0
1426,4.E+08,0
1426,4.E+08,0
1426,5.E+08,0
1431,5.E+07,0
1431,1.E+08,0
1431,1.E+08,0
1431,2.E+08,0
1431,2.E+08,0
1431,3.E+08,2
1431,3.E+08,0
1431,4.E+08,0
1431,4.E+08,0
1431,5.E+08,0
1432,5.E+07,2
1432,1.E+08,2
1432,1.E+08,0
1432,2.E+08,0
1432,2.E+08,4
1432,3.E+08,0
1432,3.E+08,0
1432,4.E+08,0
1432,4.E+08,0
1432,5.E+08,0
1436,5.E+07,0
1436,1.E+08,0
1436,1.E+08,0
1436,2.E+08,0
1436,2.E+08,0
1436,3.E+08,2
1436,3.E+08,0
1436,4.E+08,0
1436,4.E+08,0
1436,5.E+08,0
1441,5.E+07,0
1441,1.E+08,0
1441,1.E+08,0
1441,2.E+08,0
1441,2.E+08,0
1441,3.E+08,2
1441,3.E+08,0
1441,4.E+08,0
1441,4.E+08,0
1441,5.E+08,0
1442,5.E+07,5
1442,1.E+08,2
1442,1.E+08,0
1442,2.E+08,0
1442,2.E+08,6
1442,3.E+08,0
1442,3.E+08,0
1442,4.E+08,0
1442,4.E+08,3
1442,5.E+08,0
1446,5.E+07,0
1446,1.E+08,0
1446,1.E+08,0
1446,2.E+08,0
1446,2.E+08,0
1446,3.E+08,2
1446,3.E+08,0
1446,4.E+08,0
1446,4.E+08,0
1446,5.E+08,0
1451,5.E+07,0
1451,1.E+08,0
1451,1.E+08,0
1451,2.E+08,0
1451,2.E+08,0
1451,3.E+08,2
1451,3.E+08,0
1451,4.E+08,0
1451,4.E+08,0
1451,5.E+08,0
1452,5.E+07,1
1452,1.E+08,2
1452,1.E+08,0
1452,2.E+08,0
1452,2.E+08,4
1452,3.E+08,0
1452,3.E+08,0
1452,4.E+08,0
1452,4.E+08,0
1452,5.E+08,0
1457,5.E+07,0
1457,1.E+08,0
1457,1.E+08,0
1457,2.E+08,0
1457,2.E+08,0
1457,3.E+08,2
1457,3.E+08,0
1457,4.E+08,0
1457,4.E+08,0
1457,5.E+08,0
1460,5.E+07,0
1460,1.E+08,1
1460,1.E+08,0
1460,2.E+08,0
1460,2.E+08,0
1460,3.E+08,2
1460,3.E+08,0
1460,4.E+08,0
1460,4.E+08,0
1460,5.E+08,0
1463,5.E+07,1
1463,1.E+08,1
1463,1.E+08,0
1463,2.E+08,0
1463,2.E+08,5
1463,3.E+08,0
1463,3.E+08,0
1463,4.E+08,0
1463,4.E+08,0
1463,5.E+08,0
1465,5.E+07,4
1465,1.E+08,1
1465,1.E+08,0
1465,2.E+08,10
1465,2.E+08,68
1465,3.E+08,2
1465,3.E+08,1
1465,4.E+08,7
1465,4.E+08,0
1465,5.E+08,0
1470,5.E+07,0
1470,1.E+08,0
1470,1.E+08,0
1470,2.E+08,0
1470,2.E+08,0
1470,3.E+08,2
1470,3.E+08,0
1470,4.E+08,0
1470,4.E+08,0
1470,5.E+08,0
1473,5.E+07,2
1473,1.E+08,1
1473,1.E+08,0
1473,2.E+08,0
1473,2.E+08,4
1473,3.E+08,0
1473,3.E+08,0
