sec,queue_cnt,count
1098,16,0
1098,17,0
1098,18,0
1098,19,0
1098,20,0
1098,21,0
1098,22,0
1098,23,0
1098,24,0
1098,25,0
1098,26,0
1098,27,0
1098,28,0
1098,29,0
1098,30,0
1098,31,0
1098,32,0
1099,1,4893
1099,2,136
1099,3,53
1099,4,24
1099,5,14
1099,6,10
1099,7,6
1099,8,6
1099,9,6
1099,10,6
1099,11,6
1099,12,7
1099,13,5
1099,14,5
1099,15,5
1099,16,5
1099,17,5
1099,18,5
1099,19,5
1099,20,5
1099,21,5
1099,22,5
1099,23,5
1099,24,5
1099,25,0
1099,26,0
1099,27,0
1099,28,0
1099,29,0
1099,30,0
1099,31,0
1099,32,0
1100,1,3896
1100,2,262
1100,3,39
1100,4,17
1100,5,12
1100,6,11
1100,7,4
1100,8,0
1100,9,0
1100,10,0
1100,11,0
1100,12,0
1100,13,0
1100,14,0
1100,15,0
1100,16,0
1100,17,0
1100,18,0
1100,19,0
1100,20,0
1100,21,0
1100,22,0
1100,23,0
1100,24,0
1100,25,0
1100,26,0
1100,27,0
1100,28,0
1100,29,0
1100,30,0
1100,31,0
1100,32,0
1101,1,4582
1101,2,27
1101,3,30
1101,4,17
1101,5,29
1101,6,47
1101,7,18
1101,8,20
1101,9,8
1101,10,0
1101,11,0
1101,12,0
1101,13,0
1101,14,0
1101,15,0
1101,16,0
1101,17,0
1101,18,0
1101,19,0
1101,20,0
1101,21,0
1101,22,0
1101,23,0
1101,24,0
1101,25,0
1101,26,0
1101,27,0
1101,28,0
1101,29,0
1101,30,0
1101,31,0
1101,32,0
1102,1,39
1102,2,64
1102,3,42
1102,4,69
1102,5,72
1102,6,75
1102,7,60
1102,8,95
1102,9,70
1102,10,45
1102,11,43
1102,12,41
1102,13,36
1102,14,17
1102,15,15
1102,16,16
1102,17,14
1102,18,14
1102,19,16
1102,20,19
1102,21,18
1102,22,17
1102,23,16
1102,24,15
1102,25,9
1102,26,10
1102,27,7
1102,28,6
1102,29,4
1102,30,3
1102,31,3
1102,32,7
1103,1,4801
1103,2,5
1103,3,4
1103,4,4
1103,5,4
1103,6,4
1103,7,4
1103,8,4
1103,9,4
1103,10,4
1103,11,4
1103,12,4
1103,13,4
1103,14,3
1103,15,3
1103,16,3
1103,17,3
1103,18,3
1103,19,3
1103,20,3
1103,21,3
1103,22,3
1103,23,3
1103,24,3
1103,25,1
1103,26,0
1103,27,0
1103,28,0
1103,29,0
1103,30,0
1103,31,0
1103,32,0
1104,1,4467
1104,2,8
1104,3,6
1104,4,7
1104,5,6
1104,6,6
1104,7,6
1104,8,6
1104,9,6
1104,10,6
1104,11,6
1104,12,6
1104,13,6
1104,14,6
1104,15,6
1104,16,5
1104,17,5
1104,18,5
1104,19,5
1104,20,5
1104,21,5
1104,22,5
1104,23,5
1104,24,5
1104,25,0
1104,26,0
1104,27,0
1104,28,0
1104,29,0
1104,30,0
1104,31,0
1104,32,0
1105,1,3469
1105,2,7
1105,3,8
1105,4,8
1105,5,7
1105,6,6
1105,7,6
1105,8,6
1105,9,6
1105,10,6
1105,11,6
1105,12,6
1105,13,6
1105,14,6
1105,15,6
1105,16,6
1105,17,6
1105,18,6
1105,19,6
1105,20,6
1105,21,6
1105,22,6
1105,23,6
1105,24,6
1105,25,0
1105,26,0
1105,27,0
1105,28,0
1105,29,0
1105,30,0
1105,31,0
1105,32,0
1106,1,5908
1106,2,21
1106,3,5
1106,4,5
1106,5,5
1106,6,5
1106,7,5
1106,8,5
1106,9,5
1106,10,5
1106,11,5
1106,12,5
1106,13,5
1106,14,5
1106,15,5
1106,16,6
1106,17,6
1106,18,6
1106,19,6
1106,20,5
1106,21,5
1106,22,5
1106,23,5
1106,24,5
1106,25,0
1106,26,0
1106,27,0
1106,28,0
1106,29,0
1106,30,0
1106,31,0
1106,32,0
1107,1,2876
1107,2,486
1107,3,705
1107,4,739
1107,5,765
1107,6,774
1107,7,856
1107,8,816
1107,9,931
1107,10,864
1107,11,985
1107,12,1066
1107,13,857
1107,14,906
1107,15,929
1107,16,924
1107,17,823
1107,18,802
1107,19,833
1107,20,780
1107,21,830
1107,22,936
1107,23,905
1107,24,1001
1107,25,982
1107,26,1072
1107,27,1293
1107,28,1510
1107,29,2211
1107,30,3579
1107,31,8383
1107,32,14825
1108,1,1307
1108,2,563
1108,3,687
1108,4,766
1108,5,715
1108,6,844
1108,7,894
1108,8,976
1108,9,1010
1108,10,932
1108,11,940
1108,12,985
1108,13,1202
1108,14,1082
1108,15,1047
1108,16,936
1108,17,980
1108,18,942
1108,19,909
1108,20,962
1108,21,1004
1108,22,1003
1108,23,966
1108,24,1015
1108,25,1172
1108,26,1237
1108,27,1291
1108,28,1548
1108,29,2168
1108,30,3683
1108,31,9238
1108,32,16622
1109,1,928
1109,2,374
1109,3,538
1109,4,494
1109,5,562
1109,6,662
1109,7,605
1109,8,600
1109,9,659
1109,10,599
1109,11,602
1109,12,672
1109,13,678
1109,14,659
1109,15,705
1109,16,610
1109,17,639
1109,18,624
1109,19,707
1109,20,691
1109,21,665
1109,22,714
1109,23,754
1109,24,771
1109,25,830
1109,26,1108
1109,27,1360
1109,28,1743
1109,29,2284
1109,30,3856
1109,31,10067
1109,32,19552
1110,1,44
1110,2,30
1110,3,37
1110,4,21
1110,5,23
1110,6,28
1110,7,32
1110,8,34
1110,9,33
1110,10,34
1110,11,36
1110,12,39
1110,13,44
1110,14,46
1110,15,61
1110,16,86
1110,17,128
1110,18,135
1110,19,163
1110,20,167
1110,21,189
1110,22,227
1110,23,251
1110,24,339
1110,25,425
1110,26,608
1110,27,830
1110,28,1192
1110,29,1911
1110,30,3458
1110,31,9459
1110,32,19791
1111,1,86
1111,2,31
1111,3,23
1111,4,23
1111,5,24
1111,6,23
1111,7,22
1111,8,24
1111,9,21
1111,10,26
1111,11,27
1111,12,25
1111,13,30
1111,14,31
1111,15,37
1111,16,40
1111,17,40
1111,18,40
1111,19,48
1111,20,58
1111,21,63
1111,22,65
1111,23,87
1111,24,132
1111,25,198
1111,26,356
1111,27,603
1111,28,918
1111,29,1364
1111,30,2386
1111,31,6248
1111,32,13394
1112,1,34
1112,2,20
1112,3,17
1112,4,18
1112,5,20
1112,6,23
1112,7,23
1112,8,25
1112,9,27
1112,10,25
1112,11,31
1112,12,33
1112,13,33
1112,14,41
1112,15,46
1112,16,54
1112,17,71
1112,18,102
1112,19,114
1112,20,140
1112,21,151
1112,22,183
1112,23,244
1112,24,356
1112,25,615
1112,26,851
1112,27,1044
1112,28,1603
1112,29,2610
1112,30,4950
1112,31,14623
1112,32,31172
1113,1,25
1113,2,23
1113,3,15
1113,4,10
1113,5,5
1113,6,6
1113,7,7
1113,8,9
1113,9,11
1113,10,10
1113,11,14
1113,12,15
1113,13,16
1113,14,19
1113,15,20
1113,16,21
1113,17,20
1113,18,24
1113,19,27
1113,20,32
1113,21,45
1113,22,64
1113,23,114
1113,24,182
1113,25,311
1113,26,455
1113,27,529
1113,28,655
1113,29,1050
1113,30,2270
1113,31,7353
1113,32,16290
1114,1,63
1114,2,37
1114,3,22
1114,4,24
1114,5,30
1114,6,38
1114,7,25
1114,8,21
1114,9,21
1114,10,18
1114,11,21
1114,12,22
1114,13,25
1114,14,22
1114,15,24
1114,16,32
1114,17,33
1114,18,47
1114,19,61
1114,20,81
1114,21,135
1114,22,179
1114,23,221
1114,24,288
1114,25,380
1114,26,524
1114,27,813
1114,28,1166
1114,29,1722
1114,30,3165
1114,31,9294
1114,32,20091
1115,1,813
1115,2,120
1115,3,93
1115,4,107
1115,5,125
1115,6,151
1115,7,144
1115,8,169
1115,9,156
1115,10,203
1115,11,230
1115,12,236
1115,13,222
1115,14,202
1115,15,136
1115,16,182
1115,17,142
1115,18,186
1115,19,171
1115,20,182
1115,21,209
1115,22,232
1115,23,243
1115,24,284
1115,25,355
1115,26,431
1115,27,587
1115,28,824
1115,29,1241
1115,30,2279
1115,31,6885
1115,32,14851
1116,1,2001
1116,2,582
1116,3,584
1116,4,637
1116,5,904
1116,6,1019
1116,7,998
1116,8,1029
1116,9,977
1116,10,974
1116,11,1036
1116,12,1249
1116,13,857
1116,14,828
1116,15,845
1116,16,792
1116,17,839
1116,18,872
1116,19,896
1116,20,955
1116,21,871
1116,22,946
1116,23,951
1116,24,939
1116,25,978
1116,26,1005
1116,27,1160
1116,28,1417
1116,29,1952
1116,30,3595
1116,31,9274
1116,32,16886
1117,1,1470
1117,2,610
1117,3,547
1117,4,646
1117,5,673
1117,6,788
1117,7,833
1117,8,853
1117,9,1090
1117,10,862
1117,11,888
1117,12,986
1117,13,932
1117,14,783
1117,15,930
1117,16,920
1117,17,890
1117,18,891
1117,19,1005
1117,20,918
1117,21,948
1117,22,963
1117,23,955
1117,24,1084
1117,25,1002
1117,26,1133
1117,27,1427
1117,28,1740
1117,29,2327
1117,30,4054
1117,31,9824
1117,32,16888
1118,1,1049
1118,2,395
1118,3,510
1118,4,505
1118,5,556
1118,6,510
1118,7,599
1118,8,620
1118,9,640
1118,10,649
1118,11,609
1118,12,686
1118,13,637
1118,14,693
1118,15,674
1118,16,626
1118,17,773
1118,18,814
1118,19,844
1118,20,776
1118,21,763
1118,22,785
1118,23,907
1118,24,921
1118,25,1006
1118,26,1117
1118,27,1191
1118,28,1696
1118,29,2687
1118,30,4345
1118,31,11614
1118,32,23208
1119,1,58
1119,2,30
1119,3,18
1119,4,13
1119,5,13
1119,6,13
1119,7,14
1119,8,15
1119,9,19
1119,10,21
1119,11,23
1119,12,25
1119,13,27
1119,14,29
1119,15,32
1119,16,31
1119,17,32
1119,18,34
1119,19,35
1119,20,48
1119,21,69
1119,22,98
1119,23,163
1119,24,269
1119,25,331
1119,26,481
1119,27,707
1119,28,1018
1119,29,1628
1119,30,3206
1119,31,8646
1119,32,17768
1120,1,48
1120,2,31
1120,3,17
1120,4,15
1120,5,13
1120,6,7
1120,7,8
1120,8,9
1120,9,11
1120,10,9
1120,11,9
1120,12,10
1120,13,9
1120,14,11
1120,15,11
1120,16,17
1120,17,21
1120,18,33
1120,19,36
1120,20,56
1120,21,65
1120,22,77
1120,23,104
1120,24,169
1120,25,300
1120,26,397
1120,27,512
1120,28,738
1120,29,1009
1120,30,1533
1120,31,3921
1120,32,8069
1121,1,550
1121,2,170
1121,3,129
1121,4,118
1121,5,133
1121,6,145
1121,7,159
1121,8,151
1121,9,150
1121,10,142
1121,11,124
1121,12,118
1121,13,126
1121,14,148
1121,15,133
1121,16,151
1121,17,150
1121,18,140
1121,19,135
1121,20,152
1121,21,176
1121,22,198
1121,23,205
1121,24,258
1121,25,302
1121,26,515
1121,27,721
1121,28,1142
1121,29,1701
1121,30,3217
1121,31,8632
1121,32,16299
1122,1,2275
1122,2,576
1122,3,562
1122,4,520
1122,5,569
1122,6,602
1122,7,582
1122,8,679
1122,9,712
1122,10,753
1122,11,741
1122,12,795
1122,13,863
1122,14,729
1122,15,711
1122,16,676
1122,17,697
1122,18,692
1122,19,730
1122,20,876
1122,21,807
1122,22,837
1122,23,781
1122,24,969
1122,25,1016
1122,26,1362
1122,27,1343
1122,28,1664
1122,29,2340
1122,30,3699
1122,31,8853
1122,32,16094
1123,1,2966
1123,2,576
1123,3,530
1123,4,601
1123,5,676
1123,6,810
1123,7,832
1123,8,848
1123,9,841
1123,10,883
1123,11,926
1123,12,883
1123,13,782
1123,14,822
1123,15,919
1123,16,946
1123,17,911
1123,18,843
1123,19,880
1123,20,856
1123,21,933
1123,22,826
1123,23,817
1123,24,852
1123,25,805
1123,26,1075
1123,27,1279
1123,28,1564
1123,29,2222
1123,30,3637
1123,31,8811
1123,32,14448
1124,1,2768
1124,2,636
1124,3,599
1124,4,637
1124,5,654
1124,6,592
1124,7,676
1124,8,648
1124,9,690
1124,10,650
1124,11,663
1124,12,632
1124,13,737
1124,14,652
1124,15,650
1124,16,611
1124,17,619
1124,18,647
1124,19,669
1124,20,674
1124,21,776
1124,22,788
1124,23,893
1124,24,868
1124,25,887
1124,26,1169
1124,27,1252
1124,28,1521
1124,29,2145
1124,30,3761
1124,31,9777
1124,32,16902
1125,1,2357
1125,2,643
1125,3,517
1125,4,507
1125,5,581
1125,6,650
1125,7,732
1125,8,841
1125,9,803
1125,10,756
1125,11,805
1125,12,835
1125,13,775
1125,14,785
1125,15,780
1125,16,839
1125,17,886
1125,18,900
1125,19,936
1125,20,809
1125,21,774
1125,22,792
1125,23,805
1125,24,849
1125,25,930
1125,26,1036
1125,27,1272
1125,28,1640
1125,29,2299
1125,30,3922
1125,31,9144
1125,32,15818
1126,1,2917
1126,2,703
1126,3,770
1126,4,731
1126,5,601
1126,6,631
1126,7,718
1126,8,744
1126,9,693
1126,10,713
1126,11,716
1126,12,771
1126,13,771
1126,14,795
1126,15,806
1126,16,768
1126,17,819
1126,18,801
1126,19,779
1126,20,809
1126,21,740
1126,22,783
1126,23,868
1126,24,939
1126,25,899
1126,26,1027
1126,27,1251
1126,28,1600
1126,29,2349
1126,30,3712
1126,31,8650
1126,32,14121
1127,1,11366
1127,2,106
1127,3,116
1127,4,130
1127,5,270
1127,6,203
1127,7,178
1127,8,239
1127,9,278
1127,10,243
1127,11,203
1127,12,232
1127,13,139
1127,14,232
1127,15,196
1127,16,207
1127,17,190
1127,18,195
1127,19,154
1127,20,202
1127,21,160
1127,22,181
1127,23,174
1127,24,205
1127,25,180
1127,26,164
1127,27,220
1127,28,252
1127,29,337
1127,30,403
1127,31,987
1127,32,2082
1128,1,1270
1128,2,1597
1128,3,1488
1128,4,1509
1128,5,1419
1128,6,1625
1128,7,1528
1128,8,1550
1128,9,1584
1128,10,1364
1128,11,1368
1128,12,1274
1128,13,596
1128,14,0
1128,15,0
1128,16,0
1128,17,0
1128,18,0
1128,19,0
1128,20,0
1128,21,0
1128,22,0
1128,23,0
1128,24,0
1128,25,0
1128,26,0
1128,27,0
1128,28,0
1128,29,0
1128,30,0
1128,31,0
1128,32,0
1129,1,3243
1129,2,1415
1129,3,1294
1129,4,1564
1129,5,1217
1129,6,1244
1129,7,1275
1129,8,1330
1129,9,1315
1129,10,1444
1129,11,1153
1129,12,1142
1129,13,562
1129,14,0
1129,15,0
1129,16,0
1129,17,0
1129,18,0
1129,19,0
1129,20,0
1129,21,0
1129,22,0
1129,23,0
1129,24,0
1129,25,0
1129,26,0
1129,27,0
1129,28,0
1129,29,0
1129,30,0
1129,31,0
1129,32,0
1130,1,17837
1130,2,0
1130,3,0
1130,4,0
1130,5,0
1130,6,0
1130,7,0
1130,8,0
1130,9,0
1130,10,0
1130,11,0
1130,12,0
1130,13,0
1130,14,0
1130,15,0
1130,16,0
1130,17,0
1130,18,0
1130,19,0
1130,20,0
1130,21,0
1130,22,0
1130,23,0
1130,24,0
1130,25,0
1130,26,0
1130,27,0
1130,28,0
1130,29,0
1130,30,0
1130,31,0
1130,32,0
1131,1,17175
1131,2,72
1131,3,2
1131,4,0
1131,5,0
1131,6,0
1131,7,0
1131,8,0
1131,9,0
1131,10,0
1131,11,0
1131,12,0
1131,13,0
1131,14,0
1131,15,0
1131,16,0
1131,17,0
1131,18,0
1131,19,0
1131,20,0
1131,21,0
1131,22,0
1131,23,0
1131,24,0
1131,25,0
1131,26,0
1131,27,0
1131,28,0
1131,29,0
1131,30,0
1131,31,0
1131,32,0
1132,1,17403
1132,2,0
1132,3,0
1132,4,0
1132,5,0
1132,6,0
1132,7,0
1132,8,0
1132,9,0
1132,10,0
1132,11,0
1132,12,0
1132,13,0
1132,14,0
1132,15,0
1132,16,0
1132,17,0
1132,18,0
1132,19,0
1132,20,0
1132,21,0
1132,22,0
1132,23,0
1132,24,0
1132,25,0
1132,26,0
1132,27,0
1132,28,0
1132,29,0
1132,30,0
1132,31,0
1132,32,0
1133,1,16746
1133,2,0
1133,3,0
1133,4,0
1133,5,0
1133,6,0
1133,7,0
1133,8,0
1133,9,0
1133,10,0
1133,11,0
1133,12,0
1133,13,0
1133,14,0
1133,15,0
1133,16,0
1133,17,0
1133,18,0
1133,19,0
1133,20,0
1133,21,0
1133,22,0
1133,23,0
1133,24,0
1133,25,0
1133,26,0
1133,27,0
1133,28,0
1133,29,0
1133,30,0
1133,31,0
1133,32,0
1134,1,17337
1134,2,0
1134,3,0
1134,4,0
1134,5,0
1134,6,0
1134,7,0
1134,8,0
1134,9,0
1134,10,0
1134,11,0
1134,12,0
1134,13,0
1134,14,0
1134,15,0
1134,16,0
1134,17,0
1134,18,0
1134,19,0
1134,20,0
1134,21,0
1134,22,0
1134,23,0
1134,24,0
1134,25,0
1134,26,0
1134,27,0
1134,28,0
1134,29,0
1134,30,0
1134,31,0
1134,32,0
1135,1,16274
1135,2,0
1135,3,0
1135,4,0
1135,5,0
1135,6,0
1135,7,0
1135,8,0
1135,9,0
1135,10,0
1135,11,0
1135,12,0
1135,13,0
1135,14,0
1135,15,0
1135,16,0
1135,17,0
1135,18,0
1135,19,0
1135,20,0
1135,21,0
1135,22,0
1135,23,0
1135,24,0
1135,25,0
1135,26,0
1135,27,0
1135,28,0
1135,29,0
1135,30,0
1135,31,0
1135,32,0
1136,1,15496
1136,2,78
1136,3,11
1136,4,5
1136,5,3
1136,6,2
1136,7,0
1136,8,0
1136,9,0
1136,10,0
1136,11,0
1136,12,0
1136,13,0
1136,14,0
1136,15,0
1136,16,0
1136,17,0
1136,18,0
1136,19,0
1136,20,0
1136,21,0
1136,22,0
1136,23,0
1136,24,0
1136,25,0
1136,26,0
1136,27,0
1136,28,0
1136,29,0
1136,30,0
1136,31,0
1136,32,0
1137,1,17309
1137,2,0
1137,3,0
1137,4,0
1137,5,0
1137,6,0
1137,7,0
1137,8,0
1137,9,0
1137,10,0
1137,11,0
1137,12,0
1137,13,0
1137,14,0
1137,15,0
1137,16,0
1137,17,0
1137,18,0
1137,19,0
1137,20,0
1137,21,0
1137,22,0
1137,23,0
1137,24,0
1137,25,0
1137,26,0
1137,27,0
1137,28,0
1137,29,0
1137,30,0
1137,31,0
1137,32,0
1138,1,17935
1138,2,0
1138,3,0
1138,4,0
1138,5,0
1138,6,0
1138,7,0
1138,8,0
1138,9,0
1138,10,0
1138,11,0
1138,12,0
1138,13,0
1138,14,0
1138,15,0
1138,16,0
1138,17,0
1138,18,0
1138,19,0
1138,20,0
1138,21,0
1138,22,0
1138,23,0
1138,24,0
1138,25,0
1138,26,0
1138,27,0
1138,28,0
1138,29,0
1138,30,0
1138,31,0
1138,32,0
1139,1,17913
1139,2,0
1139,3,0
1139,4,0
1139,5,0
1139,6,0
1139,7,0
1139,8,0
1139,9,0
1139,10,0
1139,11,0
1139,12,0
1139,13,0
1139,14,0
1139,15,0
1139,16,0
1139,17,0
1139,18,0
1139,19,0
1139,20,0
1139,21,0
1139,22,0
1139,23,0
1139,24,0
1139,25,0
1139,26,0
1139,27,0
1139,28,0
1139,29,0
1139,30,0
1139,31,0
1139,32,0
1140,1,16874
1140,2,0
1140,3,0
1140,4,0
1140,5,0
1140,6,0
1140,7,0
1140,8,0
1140,9,0
1140,10,0
1140,11,0
1140,12,0
1140,13,0
1140,14,0
1140,15,0
1140,16,0
1140,17,0
1140,18,0
1140,19,0
1140,20,0
1140,21,0
1140,22,0
1140,23,0
1140,24,0
1140,25,0
1140,26,0
1140,27,0
1140,28,0
1140,29,0
1140,30,0
1140,31,0
1140,32,0
1141,1,12504
1141,2,27
1141,3,0
1141,4,0
1141,5,0
1141,6,0
1141,7,0
1141,8,0
1141,9,0
1141,10,0
1141,11,0
1141,12,0
1141,13,0
1141,14,0
1141,15,0
1141,16,0
1141,17,0
1141,18,0
1141,19,0
1141,20,0
1141,21,0
1141,22,0
1141,23,0
1141,24,0
1141,25,0
1141,26,0
1141,27,0
1141,28,0
1141,29,0
1141,30,0
1141,31,0
1141,32,0
1142,1,8088
1142,2,11
1142,3,10
1142,4,11
1142,5,10
1142,6,8
1142,7,9
1142,8,9
1142,9,10
1142,10,9
1142,11,10
1142,12,11
1142,13,10
1142,14,16
1142,15,18
1142,16,19
1142,17,19
1142,18,23
1142,19,23
1142,20,28
1142,21,39
1142,22,40
1142,23,50
1142,24,66
1142,25,103
1142,26,152
1142,27,280
1142,28,495
1142,29,816
1142,30,1248
1142,31,1910
1142,32,3508
1143,1,69
1143,2,8
1143,3,8
1143,4,8
1143,5,9
1143,6,8
1143,7,8
1143,8,8
1143,9,8
1143,10,9
1143,11,10
1143,12,9
1143,13,12
1143,14,11
1143,15,16
1143,16,16
1143,17,15
1143,18,21
1143,19,23
1143,20,25
1143,21,34
1143,22,42
1143,23,61
1143,24,104
1143,25,194
1143,26,327
1143,27,597
1143,28,1146
1143,29,2176
1143,30,3489
1143,31,6059
1143,32,13151
1144,1,52
1144,2,3
1144,3,4
1144,4,5
1144,5,5
1144,6,7
1144,7,5
1144,8,4
1144,9,4
1144,10,6
1144,11,6
1144,12,5
1144,13,6
1144,14,6
1144,15,7
1144,16,10
1144,17,11
1144,18,14
1144,19,19
1144,20,19
1144,21,29
1144,22,42
1144,23,63
1144,24,97
1144,25,133
1144,26,248
1144,27,433
1144,28,859
1144,29,1622
1144,30,2554
1144,31,4388
1144,32,9948
1145,1,1
1145,2,3
1145,3,2
1145,4,2
1145,5,2
1145,6,4
1145,7,4
1145,8,6
1145,9,5
1145,10,3
1145,11,3
1145,12,2
1145,13,2
1145,14,2
1145,15,2
1145,16,2
1145,17,6
1145,18,8
1145,19,9
1145,20,13
1145,21,26
1145,22,37
1145,23,43
1145,24,88
1145,25,150
1145,26,233
1145,27,396
1145,28,679
1145,29,1146
1145,30,1688
1145,31,2884
1145,32,7742
1146,1,15
1146,2,2
1146,3,2
1146,4,2
1146,5,2
1146,6,2
1146,7,2
1146,8,3
1146,9,3
1146,10,2
1146,11,4
1146,12,6
1146,13,5
1146,14,5
1146,15,5
1146,16,8
1146,17,8
1146,18,9
1146,19,12
1146,20,17
1146,21,24
1146,22,47
1146,23,59
1146,24,85
1146,25,128
1146,26,210
1146,27,346
1146,28,627
1146,29,1135
1146,30,1739
1146,31,2933
1146,32,7851
1147,1,0
1147,2,2
1147,3,2
1147,4,2
1147,5,2
1147,6,2
1147,7,2
1147,8,2
1147,9,2
1147,10,2
1147,11,2
1147,12,2
1147,13,2
1147,14,2
1147,15,3
1147,16,6
1147,17,7
1147,18,7
1147,19,9
1147,20,10
1147,21,19
1147,22,26
1147,23,37
1147,24,67
1147,25,91
1147,26,179
1147,27,273
1147,28,515
1147,29,951
1147,30,1482
1147,31,2683
1147,32,7324
1148,1,3
1148,2,4
1148,3,5
1148,4,5
1148,5,4
1148,6,4
1148,7,4
1148,8,6
1148,9,5
1148,10,5
1148,11,5
1148,12,7
1148,13,8
1148,14,8
1148,15,11
1148,16,10
1148,17,15
1148,18,15
1148,19,15
1148,20,24
1148,21,36
1148,22,47
1148,23,67
1148,24,108
1148,25,149
1148,26,284
1148,27,505
1148,28,990
1148,29,1761
1148,30,2838
1148,31,5014
1148,32,11594
1149,1,0
1149,2,0
1149,3,0
1149,4,0
1149,5,1
1149,6,1
1149,7,2
1149,8,7
1149,9,9
1149,10,10
1149,11,11
1149,12,12
1149,13,11
1149,14,14
1149,15,17
1149,16,26
1149,17,35
1149,18,46
1149,19,54
1149,20,79
1149,21,104
1149,22,121
1149,23,138
1149,24,168
1149,25,244
1149,26,341
1149,27,517
1149,28,932
1149,29,1759
1149,30,3324
1149,31,6398
1149,32,14576
1150,1,0
1150,2,0
1150,3,0
1150,4,0
1150,5,0
1150,6,0
1150,7,0
1150,8,0
1150,9,0
1150,10,0
1150,11,0
1150,12,0
1150,13,0
1150,14,0
1150,15,0
1150,16,0
1150,17,0
1150,18,0
1150,19,0
1150,20,3
1150,21,5
1150,22,6
1150,23,6
1150,24,10
1150,25,19
1150,26,32
1150,27,67
1150,28,140
1150,29,282
1150,30,559
1150,31,1081
1150,32,2535
1151,1,0
1151,2,1
1151,3,0
1151,4,0
1151,5,0
1151,6,0
1151,7,0
1151,8,0
1151,9,0
1151,10,0
1151,11,0
1151,12,0
1151,13,0
1151,14,0
1151,15,0
1151,16,0
1151,17,0
1151,18,0
1151,19,0
1151,20,0
1151,21,0
1151,22,0
1151,23,0
1151,24,0
1151,25,0
1151,26,0
1151,27,0
1151,28,0
1151,29,0
1151,30,0
1151,31,0
1151,32,0
1156,1,1
1156,2,0
1156,3,0
1156,4,0
1156,5,0
1156,6,0
1156,7,0
1156,8,0
1156,9,0
1156,10,0
1156,11,1
1156,12,0
1156,13,0
1156,14,0
1156,15,0
1156,16,0
1156,17,0
1156,18,0
1156,19,0
1156,20,0
1156,21,0
1156,22,0
1156,23,0
1156,24,0
1156,25,0
1156,26,0
1156,27,0
1156,28,0
1156,29,0
1156,30,0
1156,31,0
1156,32,0
1157,1,1
1157,2,1
1157,3,1
1157,4,1
1157,5,1
1157,6,1
1157,7,1
1157,8,1
1157,9,1
1157,10,1
1157,11,1
1157,12,1
1157,13,1
1157,14,1
1157,15,1
1157,16,1
1157,17,1
1157,18,3
1157,19,2
1157,20,1
1157,21,2
1157,22,2
1157,23,2
1157,24,3
1157,25,3
1157,26,5
1157,27,5
1157,28,5
1157,29,9
1157,30,10
1157,31,20
1157,32,41
1158,1,1
1158,2,2
1158,3,3
1158,4,6
1158,5,7
1158,6,9
1158,7,9
1158,8,12
1158,9,13
1158,10,18
1158,11,21
1158,12,18
1158,13,23
1158,14,27
1158,15,28
1158,16,40
1158,17,45
1158,18,57
1158,19,71
1158,20,73
1158,21,76
1158,22,100
1158,23,117
1158,24,146
1158,25,212
1158,26,256
1158,27,409
1158,28,628
1158,29,1065
1158,30,1724
1158,31,2969
1158,32,6360
1159,1,0
1159,2,1
1159,3,6
1159,4,5
1159,5,5
1159,6,11
1159,7,12
1159,8,13
1159,9,13
1159,10,14
1159,11,20
1159,12,23
1159,13,20
1159,14,24
1159,15,32
1159,16,41
1159,17,56
1159,18,65
1159,19,73
1159,20,74
1159,21,85
1159,22,101
1159,23,130
1159,24,165
1159,25,194
1159,26,270
1159,27,355
1159,28,561
1159,29,977
1159,30,1580
1159,31,2836
1159,32,6555
1160,1,0
1160,2,0
1160,3,0
1160,4,0
1160,5,0
1160,6,1
1160,7,30
1160,8,8
1160,9,5
1160,10,6
1160,11,9
1160,12,14
1160,13,13
1160,14,14
1160,15,17
1160,16,22
1160,17,23
1160,18,35
1160,19,45
1160,20,53
1160,21,54
1160,22,69
1160,23,83
1160,24,92
1160,25,119
1160,26,169
1160,27,254
1160,28,412
1160,29,711
1160,30,1182
1160,31,2110
1160,32,11446
1161,1,420
1161,2,92
1161,3,79
1161,4,77
1161,5,89
1161,6,77
1161,7,81
1161,8,77
1161,9,100
1161,10,104
1161,11,106
1161,12,98
1161,13,107
1161,14,96
1161,15,99
1161,16,102
1161,17,118
1161,18,115
1161,19,109
1161,20,117
1161,21,129
1161,22,132
1161,23,135
1161,24,145
1161,25,173
1161,26,241
1161,27,396
1161,28,640
1161,29,1091
1161,30,1833
1161,31,3331
1161,32,17064
1162,1,3036
1162,2,67
1162,3,75
1162,4,71
1162,5,82
1162,6,85
1162,7,85
1162,8,86
1162,9,96
1162,10,93
1162,11,86
1162,12,92
1162,13,84
1162,14,91
1162,15,96
1162,16,100
1162,17,98
1162,18,108
1162,19,112
1162,20,116
1162,21,116
1162,22,117
1162,23,144
1162,24,155
1162,25,188
1162,26,268
1162,27,356
1162,28,620
1162,29,1167
1162,30,1890
1162,31,3559
1162,32,10371
1163,1,10388
1163,2,0
1163,3,0
1163,4,0
1163,5,0
1163,6,0
1163,7,0
1163,8,0
1163,9,0
1163,10,0
1163,11,0
1163,12,0
1163,13,0
1163,14,0
1163,15,0
1163,16,0
1163,17,0
1163,18,0
1163,19,0
1163,20,0
1163,21,0
1163,22,0
1163,23,0
1163,24,0
1163,25,0
