time,idx,issue_time,cmd_type,lba,size(KB),latency(us),queue_cnt,cpu_no,host_no,tag,nextlba,continuity,lt99,lt99_99,lt99_9999,lt100,throughput
1283,5126151,1283.999123,WRITE_10,12373144,1280,9929,9,7,0,31,12373208,1,488,7150,9929,9929,73768
1284,5134836,1284.999956,WRITE_10,12465096,1280,4766,8,7,0,31,12465944,1,971,3773,4766,4766,80772
1285,5143182,1285.999915,WRITE_10,12571600,1280,14586,11,7,0,31,12571704,1,809,14586,14586,14586,85972
1286,5152983,1286.999018,WRITE_10,12599968,1280,5196,9,7,0,31,12601744,1,62,5169,5196,5196,54080
1287,5160193,1287.998074,WRITE_10,12785576,1280,18018,11,6,0,31,12785736,1,2569,16634,18018,18018,120340
1288,5168150,1288.999957,WRITE_10,13107944,1280,20529,12,7,0,31,13108104,1,5178,18999,20529,20529,192256
1289,5184598,1289.999968,WRITE_10,13170960,1280,16461,11,6,0,31,13172824,1,38,11283,16461,16461,97976
1290,5188493,1290.217408,WRITE_10,974864,4,96,6,6,0,31,974872,1,35,96,96,96,15580
1294,5188610,1294.889985,WRITE_10,13469696,1280,23293,11,4,0,31,13471832,1,23176,23293,23293,23293,147456
1300,5188759,1300.991461,WRITE_10,13847640,1280,26537,11,5,0,31,13850200,1,24659,26537,26537,26537,189184
1301,5188921,1301.986925,WRITE_10,14258264,1280,23531,11,5,0,31,14260824,1,23466,23531,23531,23531,205312
1302,5189086,1302.890069,WRITE_10,14679128,1280,23859,11,5,0,31,14681688,1,23547,23859,23859,23859,210432
1303,5189257,1303.990686,WRITE_10,15111256,1280,23915,11,5,0,31,15113816,1,23537,23915,23915,23915,216064
1304,5189419,1304.984426,WRITE_10,15521880,1280,25792,11,5,0,31,15524440,1,23582,25792,25792,25792,205312
1305,5189593,1305.915386,WRITE_10,15965784,1280,24144,11,5,0,31,15968344,1,23567,24144,24144,24144,221952
1306,5189767,1306.996656,WRITE_10,16410104,1280,24782,11,5,0,31,16412664,1,23807,24782,24782,24782,222160
1307,5189941,1307.968792,WRITE_10,16851448,1280,25485,11,5,0,31,16854008,1,23551,25485,25485,25485,220672
1308,5190095,1308.993389,WRITE_10,17240568,1280,23684,11,5,0,31,17243128,1,23444,23684,23684,23684,194560
1309,5190276,1309.996797,WRITE_10,17701368,1280,23875,11,4,0,31,17703928,1,23539,23875,23875,23875,230400
1310,5190448,1310.981721,WRITE_10,18139640,1280,24500,11,5,0,31,18142200,1,23361,24500,24500,24500,219136
1311,5190604,1311.941724,WRITE_10,18537464,1280,24467,11,5,0,31,18540024,1,23344,24467,24467,24467,198912
1312,5190758,1312.88175,WRITE_10,18930680,1280,24206,11,5,0,31,18933240,1,23649,24206,24206,24206,196608
1313,5190912,1313.807895,WRITE_10,19323896,1280,23925,11,5,0,31,19326456,1,23320,23925,23925,23925,196608
1314,5191072,1314.796959,WRITE_10,19732984,1280,23927,11,5,0,31,19735544,1,23649,23927,23927,23927,204544
1315,5191238,1315.998987,WRITE_10,20157944,1280,23650,11,1,0,31,20160504,1,23447,23650,23650,23650,212480
1316,5191402,1316.978213,WRITE_10,20576816,1280,24235,11,0,0,31,20579376,1,23179,24235,24235,24235,209436
1317,5191562,1317.987414,WRITE_10,20986416,1280,24805,11,2,0,31,20988976,1,23435,24805,24805,24805,204800
1318,5191722,1318.983615,WRITE_10,21396016,1280,23736,11,4,0,31,21398576,1,23516,23736,23736,23736,204800
1319,5191883,1319.983097,WRITE_10,21805616,1280,23805,11,4,0,31,21808176,1,23719,23805,23805,23805,205388
1320,5192210,1320.980505,WRITE_10,22202416,1280,23792,29,0,0,31,22204976,1,23141,23792,23792,23792,200108
1321,5192383,1321.99782,WRITE_10,22639600,1280,23557,11,0,0,31,22642160,1,23025,23557,23557,23557,218704
1322,5192540,1322.996204,WRITE_10,23034416,1280,23691,11,0,0,31,23036976,1,23633,23691,23691,23691,197520
1323,5192702,1323.999989,WRITE_10,23444016,1280,23532,11,0,0,31,23446576,1,23371,23532,23532,23532,204912
1324,5192858,1324.985378,WRITE_10,23838256,1280,23468,11,0,0,31,23840816,1,23274,23468,23468,23468,197232
1325,5193027,1325.985526,WRITE_10,24260656,1280,24175,11,4,0,31,24263216,1,23427,24175,24175,24175,211312
1326,5193191,1326.979072,WRITE_10,24672816,1280,23669,11,5,0,31,24675376,1,23390,23669,23669,23669,206192
1327,5193371,1327.991018,WRITE_10,25128496,1280,24914,11,4,0,31,25131056,1,23997,24914,24914,24914,227952
1328,5193511,1328.397985,WRITE_10,25315376,1280,23375,29,2,0,31,25317376,1,23007,23375,23375,23375,96800
1338,5193623,1338.788888,WRITE_10,10701416,1280,8938,29,7,0,31,10702848,1,8831,8938,8938,8938,15756
1404,5193627,1404.535355,WRITE_10,989512,152,353,8,4,0,21,989816,1,353,353,353,353,168
1465,5193631,1465.97872,WRITE_10,989816,80,182,7,7,0,17,989976,1,182,182,182,182,96
