time,latency(us),0
1109,77105.6,0
1109,81924.7,0
1109,86743.8,0
1109,91562.9,0
1109,96382,0
1110,4819.1,83470
1110,9638.2,0
1110,14457.3,0
1110,19276.4,0
1110,24095.5,0
1110,28914.6,0
1110,33733.7,0
1110,38552.8,0
1110,43371.9,0
1110,48191,0
1110,53010.1,0
1110,57829.2,0
1110,62648.3,0
1110,67467.4,0
1110,72286.5,0
1110,77105.6,0
1110,81924.7,0
1110,86743.8,0
1110,91562.9,0
1110,96382,0
1111,4819.1,83172
1111,9638.2,0
1111,14457.3,0
1111,19276.4,0
1111,24095.5,0
1111,28914.6,0
1111,33733.7,0
1111,38552.8,0
1111,43371.9,0
1111,48191,0
1111,53010.1,0
1111,57829.2,0
1111,62648.3,0
1111,67467.4,0
1111,72286.5,0
1111,77105.6,0
1111,81924.7,0
1111,86743.8,0
1111,91562.9,0
1111,96382,0
1112,4819.1,82398
1112,9638.2,0
1112,14457.3,0
1112,19276.4,0
1112,24095.5,0
1112,28914.6,0
1112,33733.7,0
1112,38552.8,0
1112,43371.9,0
1112,48191,0
1112,53010.1,0
1112,57829.2,0
1112,62648.3,0
1112,67467.4,0
1112,72286.5,0
1112,77105.6,0
1112,81924.7,0
1112,86743.8,0
1112,91562.9,0
1112,96382,0
1113,4819.1,83864
1113,9638.2,0
1113,14457.3,0
1113,19276.4,0
1113,24095.5,0
1113,28914.6,0
1113,33733.7,0
1113,38552.8,0
1113,43371.9,0
1113,48191,0
1113,53010.1,0
1113,57829.2,0
1113,62648.3,0
1113,67467.4,0
1113,72286.5,0
1113,77105.6,0
1113,81924.7,0
1113,86743.8,0
1113,91562.9,0
1113,96382,0
1114,4819.1,83511
1114,9638.2,0
1114,14457.3,0
1114,19276.4,0
1114,24095.5,0
1114,28914.6,0
1114,33733.7,0
1114,38552.8,0
1114,43371.9,0
1114,48191,0
1114,53010.1,0
1114,57829.2,0
1114,62648.3,0
1114,67467.4,0
1114,72286.5,0
1114,77105.6,0
1114,81924.7,0
1114,86743.8,0
1114,91562.9,0
1114,96382,0
1115,4819.1,77458
1115,9638.2,0
1115,14457.3,0
1115,19276.4,0
1115,24095.5,0
1115,28914.6,0
1115,33733.7,0
1115,38552.8,0
1115,43371.9,0
1115,48191,0
1115,53010.1,0
1115,57829.2,0
1115,62648.3,0
1115,67467.4,0
1115,72286.5,0
1115,77105.6,0
1115,81924.7,0
1115,86743.8,0
1115,91562.9,0
1115,96382,0
1116,4819.1,59632
1116,9638.2,0
1116,14457.3,0
1116,19276.4,0
1116,24095.5,0
1116,28914.6,0
1116,33733.7,0
1116,38552.8,0
1116,43371.9,0
1116,48191,0
1116,53010.1,0
1116,57829.2,0
1116,62648.3,0
1116,67467.4,0
1116,72286.5,0
1116,77105.6,0
1116,81924.7,0
1116,86743.8,0
1116,91562.9,0
1116,96382,0
1117,4819.1,62568
1117,9638.2,0
1117,14457.3,0
1117,19276.4,0
1117,24095.5,0
1117,28914.6,0
1117,33733.7,0
1117,38552.8,0
1117,43371.9,0
1117,48191,0
1117,53010.1,0
1117,57829.2,0
1117,62648.3,0
1117,67467.4,0
1117,72286.5,0
1117,77105.6,0
1117,81924.7,0
1117,86743.8,0
1117,91562.9,0
1117,96382,0
1118,4819.1,67904
1118,9638.2,0
1118,14457.3,0
1118,19276.4,0
1118,24095.5,0
1118,28914.6,0
1118,33733.7,0
1118,38552.8,0
1118,43371.9,0
1118,48191,0
1118,53010.1,0
1118,57829.2,0
1118,62648.3,0
1118,67467.4,0
1118,72286.5,0
1118,77105.6,0
1118,81924.7,0
1118,86743.8,0
1118,91562.9,0
1118,96382,0
1119,4819.1,82734
1119,9638.2,0
1119,14457.3,0
1119,19276.4,0
1119,24095.5,0
1119,28914.6,0
1119,33733.7,0
1119,38552.8,0
1119,43371.9,0
1119,48191,0
1119,53010.1,0
1119,57829.2,0
1119,62648.3,0
1119,67467.4,0
1119,72286.5,0
1119,77105.6,0
1119,81924.7,0
1119,86743.8,0
1119,91562.9,0
1119,96382,0
1120,4819.1,83325
1120,9638.2,0
1120,14457.3,0
1120,19276.4,0
1120,24095.5,0
1120,28914.6,0
1120,33733.7,0
1120,38552.8,0
1120,43371.9,0
1120,48191,0
1120,53010.1,0
1120,57829.2,0
1120,62648.3,0
1120,67467.4,0
1120,72286.5,0
1120,77105.6,0
1120,81924.7,0
1120,86743.8,0
1120,91562.9,0
1120,96382,0
1121,4819.1,77419
1121,9638.2,0
1121,14457.3,0
1121,19276.4,0
1121,24095.5,0
1121,28914.6,0
1121,33733.7,0
1121,38552.8,0
1121,43371.9,0
1121,48191,0
1121,53010.1,0
1121,57829.2,0
1121,62648.3,0
1121,67467.4,0
1121,72286.5,0
1121,77105.6,0
1121,81924.7,0
1121,86743.8,0
1121,91562.9,0
1121,96382,0
1122,4819.1,55510
1122,9638.2,0
1122,14457.3,0
1122,19276.4,0
1122,24095.5,0
1122,28914.6,0
1122,33733.7,0
1122,38552.8,0
1122,43371.9,0
1122,48191,0
1122,53010.1,0
1122,57829.2,0
1122,62648.3,0
1122,67467.4,0
1122,72286.5,0
1122,77105.6,0
1122,81924.7,0
1122,86743.8,0
1122,91562.9,0
1122,96382,0
1123,4819.1,55766
1123,9638.2,0
1123,14457.3,0
1123,19276.4,0
1123,24095.5,0
1123,28914.6,0
1123,33733.7,0
1123,38552.8,0
1123,43371.9,0
1123,48191,0
1123,53010.1,0
1123,57829.2,0
1123,62648.3,0
1123,67467.4,0
1123,72286.5,0
1123,77105.6,0
1123,81924.7,0
1123,86743.8,0
1123,91562.9,0
1123,96382,0
1124,4819.1,56220
1124,9638.2,0
1124,14457.3,0
1124,19276.4,0
1124,24095.5,0
1124,28914.6,0
1124,33733.7,0
1124,38552.8,0
1124,43371.9,0
1124,48191,0
1124,53010.1,0
1124,57829.2,0
1124,62648.3,0
1124,67467.4,0
1124,72286.5,0
1124,77105.6,0
1124,81924.7,0
1124,86743.8,0
1124,91562.9,0
1124,96382,0
1125,4819.1,58023
1125,9638.2,0
1125,14457.3,0
1125,19276.4,0
1125,24095.5,0
1125,28914.6,0
1125,33733.7,0
1125,38552.8,0
1125,43371.9,0
1125,48191,0
1125,53010.1,0
1125,57829.2,0
1125,62648.3,0
1125,67467.4,0
1125,72286.5,0
1125,77105.6,0
1125,81924.7,0
1125,86743.8,0
1125,91562.9,0
1125,96382,0
1126,4819.1,54491
1126,9638.2,52
1126,14457.3,0
1126,19276.4,0
1126,24095.5,0
1126,28914.6,0
1126,33733.7,0
1126,38552.8,0
1126,43371.9,0
1126,48191,0
1126,53010.1,0
1126,57829.2,0
1126,62648.3,0
1126,67467.4,0
1126,72286.5,0
1126,77105.6,0
1126,81924.7,0
1126,86743.8,0
1126,91562.9,0
1126,96382,0
1127,4819.1,20424
1127,9638.2,0
1127,14457.3,0
1127,19276.4,0
1127,24095.5,0
1127,28914.6,0
1127,33733.7,0
1127,38552.8,0
1127,43371.9,0
1127,48191,0
1127,53010.1,0
1127,57829.2,0
1127,62648.3,0
1127,67467.4,0
1127,72286.5,0
1127,77105.6,0
1127,81924.7,0
1127,86743.8,0
1127,91562.9,0
1127,96382,0
1128,4819.1,17721
1128,9638.2,0
1128,14457.3,0
1128,19276.4,0
1128,24095.5,0
1128,28914.6,0
1128,33733.7,0
1128,38552.8,0
1128,43371.9,0
1128,48191,0
1128,53010.1,0
1128,57829.2,0
1128,62648.3,0
1128,67467.4,0
1128,72286.5,0
1128,77105.6,0
1128,81924.7,0
1128,86743.8,0
1128,91562.9,0
1128,96382,0
1129,4819.1,17812
1129,9638.2,0
1129,14457.3,0
1129,19276.4,0
1129,24095.5,0
1129,28914.6,0
1129,33733.7,0
1129,38552.8,0
1129,43371.9,0
1129,48191,0
1129,53010.1,0
1129,57829.2,0
1129,62648.3,0
1129,67467.4,0
1129,72286.5,0
1129,77105.6,0
1129,81924.7,0
1129,86743.8,0
1129,91562.9,0
1129,96382,0
1130,4819.1,17837
1130,9638.2,0
1130,14457.3,0
1130,19276.4,0
1130,24095.5,0
1130,28914.6,0
1130,33733.7,0
1130,38552.8,0
1130,43371.9,0
1130,48191,0
1130,53010.1,0
1130,57829.2,0
1130,62648.3,0
1130,67467.4,0
1130,72286.5,0
1130,77105.6,0
1130,81924.7,0
1130,86743.8,0
1130,91562.9,0
1130,96382,0
1131,4819.1,17247
1131,9638.2,0
1131,14457.3,0
1131,19276.4,0
1131,24095.5,0
1131,28914.6,0
1131,33733.7,0
1131,38552.8,0
1131,43371.9,0
1131,48191,0
1131,53010.1,0
1131,57829.2,0
1131,62648.3,0
1131,67467.4,0
1131,72286.5,0
1131,77105.6,0
1131,81924.7,0
1131,86743.8,0
1131,91562.9,0
1131,96382,0
1132,4819.1,17403
1132,9638.2,0
1132,14457.3,0
1132,19276.4,0
1132,24095.5,0
1132,28914.6,0
1132,33733.7,0
1132,38552.8,0
1132,43371.9,0
1132,48191,0
1132,53010.1,0
1132,57829.2,0
1132,62648.3,0
1132,67467.4,0
1132,72286.5,0
1132,77105.6,0
1132,81924.7,0
1132,86743.8,0
1132,91562.9,0
1132,96382,0
1133,4819.1,16746
1133,9638.2,0
1133,14457.3,0
1133,19276.4,0
1133,24095.5,0
1133,28914.6,0
1133,33733.7,0
1133,38552.8,0
1133,43371.9,0
1133,48191,0
1133,53010.1,0
1133,57829.2,0
1133,62648.3,0
1133,67467.4,0
1133,72286.5,0
1133,77105.6,0
1133,81924.7,0
1133,86743.8,0
1133,91562.9,0
1133,96382,0
1134,4819.1,17337
1134,9638.2,0
1134,14457.3,0
1134,19276.4,0
1134,24095.5,0
1134,28914.6,0
1134,33733.7,0
1134,38552.8,0
1134,43371.9,0
1134,48191,0
1134,53010.1,0
1134,57829.2,0
1134,62648.3,0
1134,67467.4,0
1134,72286.5,0
1134,77105.6,0
1134,81924.7,0
1134,86743.8,0
1134,91562.9,0
1134,96382,0
1135,4819.1,16274
1135,9638.2,0
1135,14457.3,0
1135,19276.4,0
1135,24095.5,0
1135,28914.6,0
1135,33733.7,0
1135,38552.8,0
1135,43371.9,0
1135,48191,0
1135,53010.1,0
1135,57829.2,0
1135,62648.3,0
1135,67467.4,0
1135,72286.5,0
1135,77105.6,0
1135,81924.7,0
1135,86743.8,0
1135,91562.9,0
1135,96382,0
1136,4819.1,15574
1136,9638.2,9
1136,14457.3,8
1136,19276.4,2
1136,24095.5,0
1136,28914.6,0
1136,33733.7,0
1136,38552.8,0
1136,43371.9,0
1136,48191,0
1136,53010.1,0
1136,57829.2,0
1136,62648.3,0
1136,67467.4,0
1136,72286.5,0
1136,77105.6,0
1136,81924.7,0
1136,86743.8,0
1136,91562.9,0
1136,96382,0
1137,4819.1,17309
1137,9638.2,0
1137,14457.3,0
1137,19276.4,0
1137,24095.5,0
1137,28914.6,0
1137,33733.7,0
1137,38552.8,0
1137,43371.9,0
1137,48191,0
1137,53010.1,0
1137,57829.2,0
1137,62648.3,0
1137,67467.4,0
1137,72286.5,0
1137,77105.6,0
1137,81924.7,0
1137,86743.8,0
1137,91562.9,0
1137,96382,0
1138,4819.1,17935
1138,9638.2,0
1138,14457.3,0
1138,19276.4,0
1138,24095.5,0
1138,28914.6,0
1138,33733.7,0
1138,38552.8,0
1138,43371.9,0
1138,48191,0
1138,53010.1,0
1138,57829.2,0
1138,62648.3,0
1138,67467.4,0
1138,72286.5,0
1138,77105.6,0
1138,81924.7,0
1138,86743.8,0
1138,91562.9,0
1138,96382,0
1139,4819.1,17913
1139,9638.2,0
1139,14457.3,0
1139,19276.4,0
1139,24095.5,0
1139,28914.6,0
1139,33733.7,0
1139,38552.8,0
1139,43371.9,0
1139,48191,0
1139,53010.1,0
1139,57829.2,0
1139,62648.3,0
1139,67467.4,0
1139,72286.5,0
1139,77105.6,0
1139,81924.7,0
1139,86743.8,0
1139,91562.9,0
1139,96382,0
1140,4819.1,16874
1140,9638.2,0
1140,14457.3,0
1140,19276.4,0
1140,24095.5,0
1140,28914.6,0
1140,33733.7,0
1140,38552.8,0
1140,43371.9,0
1140,48191,0
1140,53010.1,0
1140,57829.2,0
1140,62648.3,0
1140,67467.4,0
1140,72286.5,0
1140,77105.6,0
1140,81924.7,0
1140,86743.8,0
1140,91562.9,0
1140,96382,0
1141,4819.1,12529
1141,9638.2,0
1141,14457.3,0
1141,19276.4,0
1141,24095.5,0
1141,28914.6,0
1141,33733.7,0
1141,38552.8,0
1141,43371.9,0
1141,48191,0
1141,53010.1,0
1141,57829.2,0
1141,62648.3,0
1141,67467.4,0
1141,72286.5,0
1141,77105.6,0
1141,81924.7,0
1141,86743.8,0
1141,91562.9,0
1141,96382,0
1142,4819.1,16953
1142,9638.2,106
1142,14457.3,0
1142,19276.4,0
1142,24095.5,0
1142,28914.6,0
1142,33733.7,0
1142,38552.8,0
1142,43371.9,0
1142,48191,0
1142,53010.1,0
1142,57829.2,0
1142,62648.3,0
1142,67467.4,0
1142,72286.5,0
1142,77105.6,0
1142,81924.7,0
1142,86743.8,0
1142,91562.9,0
1142,96382,0
1143,4819.1,27237
1143,9638.2,435
1143,14457.3,9
1143,19276.4,0
1143,24095.5,0
1143,28914.6,0
1143,33733.7,0
1143,38552.8,0
1143,43371.9,0
1143,48191,0
1143,53010.1,0
1143,57829.2,0
1143,62648.3,0
1143,67467.4,0
1143,72286.5,0
1143,77105.6,0
1143,81924.7,0
1143,86743.8,0
1143,91562.9,0
1143,96382,0
1144,4819.1,19121
1144,9638.2,1329
1144,14457.3,145
1144,19276.4,19
1144,24095.5,0
1144,28914.6,0
1144,33733.7,0
1144,38552.8,0
1144,43371.9,0
1144,48191,0
1144,53010.1,0
1144,57829.2,0
1144,62648.3,0
1144,67467.4,0
1144,72286.5,0
1144,77105.6,0
1144,81924.7,0
1144,86743.8,0
1144,91562.9,0
1144,96382,0
1145,4819.1,13143
1145,9638.2,1621
1145,14457.3,378
1145,19276.4,43
1145,24095.5,8
1145,28914.6,0
1145,33733.7,0
1145,38552.8,0
1145,43371.9,0
1145,48191,0
1145,53010.1,0
1145,57829.2,0
1145,62648.3,0
1145,67467.4,0
1145,72286.5,0
1145,77105.6,0
1145,81924.7,0
1145,86743.8,0
1145,91562.9,0
1145,96382,0
1146,4819.1,13124
1146,9638.2,1851
1146,14457.3,256
1146,19276.4,65
1146,24095.5,0
1146,28914.6,0
1146,33733.7,0
1146,38552.8,0
1146,43371.9,0
1146,48191,0
1146,53010.1,0
1146,57829.2,0
1146,62648.3,0
1146,67467.4,0
1146,72286.5,0
1146,77105.6,0
1146,81924.7,0
1146,86743.8,0
1146,91562.9,0
1146,96382,0
1147,4819.1,11494
1147,9638.2,1598
1147,14457.3,473
1147,19276.4,84
1147,24095.5,44
1147,28914.6,22
1147,33733.7,0
1147,38552.8,0
1147,43371.9,0
1147,48191,0
1147,53010.1,0
1147,57829.2,0
1147,62648.3,0
1147,67467.4,0
1147,72286.5,0
1147,77105.6,0
1147,81924.7,0
1147,86743.8,0
1147,91562.9,0
1147,96382,0
1148,4819.1,22433
1148,9638.2,1003
1148,14457.3,83
1148,19276.4,37
1148,24095.5,0
1148,28914.6,0
1148,33733.7,0
1148,38552.8,0
1148,43371.9,0
1148,48191,0
1148,53010.1,0
1148,57829.2,0
1148,62648.3,0
1148,67467.4,0
1148,72286.5,0
1148,77105.6,0
1148,81924.7,0
1148,86743.8,0
1148,91562.9,0
1148,96382,0
1149,4819.1,28469
1149,9638.2,466
1149,14457.3,22
1149,19276.4,0
1149,24095.5,0
1149,28914.6,0
1149,33733.7,0
1149,38552.8,0
1149,43371.9,0
1149,48191,0
1149,53010.1,0
1149,57829.2,0
1149,62648.3,0
1149,67467.4,0
1149,72286.5,0
1149,77105.6,0
1149,81924.7,0
1149,86743.8,0
1149,91562.9,0
1149,96382,0
1150,4819.1,29060
1150,9638.2,426
1150,14457.3,0
1150,19276.4,0
1150,24095.5,0
1150,28914.6,0
1150,33733.7,0
1150,38552.8,0
1150,43371.9,0
1150,48191,0
1150,53010.1,0
1150,57829.2,0
1150,62648.3,0
1150,67467.4,0
1150,72286.5,0
1150,77105.6,0
1150,81924.7,0
1150,86743.8,0
1150,91562.9,0
1150,96382,0
1151,4819.1,29370
1151,9638.2,470
1151,14457.3,0
1151,19276.4,0
1151,24095.5,0
1151,28914.6,0
1151,33733.7,0
1151,38552.8,0
1151,43371.9,0
1151,48191,0
1151,53010.1,0
1151,57829.2,0
1151,62648.3,0
1151,67467.4,0
1151,72286.5,0
1151,77105.6,0
1151,81924.7,0
1151,86743.8,0
1151,91562.9,0
1151,96382,0
1152,4819.1,30453
1152,9638.2,324
1152,14457.3,14
1152,19276.4,0
1152,24095.5,0
1152,28914.6,0
1152,33733.7,0
1152,38552.8,0
1152,43371.9,0
1152,48191,0
1152,53010.1,0
1152,57829.2,0
1152,62648.3,0
1152,67467.4,0
1152,72286.5,0
1152,77105.6,0
1152,81924.7,0
1152,86743.8,0
1152,91562.9,0
1152,96382,0
1153,4819.1,29694
1153,9638.2,528
1153,14457.3,0
1153,19276.4,0
1153,24095.5,0
1153,28914.6,0
1153,33733.7,0
1153,38552.8,0
1153,43371.9,0
1153,48191,0
1153,53010.1,0
1153,57829.2,0
1153,62648.3,0
1153,67467.4,0
1153,72286.5,0
1153,77105.6,0
1153,81924.7,0
1153,86743.8,0
1153,91562.9,0
1153,96382,0
1154,4819.1,22152
1154,9638.2,818
1154,14457.3,33
1154,19276.4,0
1154,24095.5,0
1154,28914.6,0
1154,33733.7,0
1154,38552.8,0
1154,43371.9,0
1154,48191,0
1154,53010.1,0
1154,57829.2,0
1154,62648.3,0
1154,67467.4,0
1154,72286.5,0
1154,77105.6,0
1154,81924.7,0
1154,86743.8,0
1154,91562.9,0
1154,96382,0
1155,4819.1,23104
1155,9638.2,571
1155,14457.3,121
1155,19276.4,7
1155,24095.5,0
1155,28914.6,0
1155,33733.7,0
1155,38552.8,0
1155,43371.9,0
1155,48191,0
1155,53010.1,0
1155,57829.2,0
1155,62648.3,0
1155,67467.4,0
1155,72286.5,0
1155,77105.6,0
1155,81924.7,0
1155,86743.8,0
1155,91562.9,0
1155,96382,0
1156,4819.1,21052
1156,9638.2,987
1156,14457.3,94
1156,19276.4,16
1156,24095.5,0
1156,28914.6,0
1156,33733.7,0
1156,38552.8,0
1156,43371.9,0
1156,48191,0
1156,53010.1,0
1156,57829.2,0
1156,62648.3,0
1156,67467.4,0
1156,72286.5,0
1156,77105.6,0
1156,81924.7,0
1156,86743.8,0
1156,91562.9,0
1156,96382,0
1157,4819.1,17023
1157,9638.2,1461
1157,14457.3,208
1157,19276.4,7
1157,24095.5,0
1157,28914.6,0
1157,33733.7,0
1157,38552.8,0
1157,43371.9,0
1157,48191,0
1157,53010.1,0
1157,57829.2,0
1157,62648.3,0
1157,67467.4,0
1157,72286.5,0
1157,77105.6,0
1157,81924.7,0
1157,86743.8,0
1157,91562.9,0
1157,96382,0
1158,4819.1,12472
1158,9638.2,1591
1158,14457.3,337
1158,19276.4,75
1158,24095.5,46
1158,28914.6,2
1158,33733.7,16
1158,38552.8,6
1158,43371.9,0
1158,48191,0
1158,53010.1,0
1158,57829.2,0
1158,62648.3,0
1158,67467.4,0
1158,72286.5,0
1158,77105.6,0
1158,81924.7,0
1158,86743.8,0
1158,91562.9,0
1158,96382,0
1159,4819.1,12309
1159,9638.2,1628
1159,14457.3,281
1159,19276.4,96
1159,24095.5,3
1159,28914.6,0
1159,33733.7,0
1159,38552.8,0
1159,43371.9,0
1159,48191,0
1159,53010.1,0
1159,57829.2,0
1159,62648.3,0
1159,67467.4,0
1159,72286.5,0
1159,77105.6,0
1159,81924.7,0
1159,86743.8,0
1159,91562.9,0
1159,96382,0
1160,4819.1,14754
1160,9638.2,1742
1160,14457.3,252
1160,19276.4,34
1160,24095.5,0
1160,28914.6,0
1160,33733.7,0
1160,38552.8,0
1160,43371.9,0
1160,48191,0
1160,53010.1,0
1160,57829.2,0
1160,62648.3,0
1160,67467.4,0
1160,72286.5,0
1160,77105.6,0
1160,81924.7,0
1160,86743.8,0
1160,91562.9,0
1160,96382,0
1161,4819.1,26572
1161,9638.2,712
1161,14457.3,100
1161,19276.4,0
1161,24095.5,0
1161,28914.6,0
1161,33733.7,0
1161,38552.8,0
1161,43371.9,0
1161,48191,0
1161,53010.1,0
1161,57829.2,0
1161,62648.3,0
1161,67467.4,0
1161,72286.5,0
1161,77105.6,0
1161,81924.7,0
1161,86743.8,0
1161,91562.9,0
1161,96382,0
1162,4819.1,23292
1162,9638.2,376
1162,14457.3,42
1162,19276.4,0
1162,24095.5,0
1162,28914.6,0
1162,33733.7,0
1162,38552.8,0
1162,43371.9,0
1162,48191,0
1162,53010.1,0
1162,57829.2,0
1162,62648.3,0
1162,67467.4,0
1162,72286.5,0
1162,77105.6,0
1162,81924.7,0
1162,86743.8,0
1162,91562.9,0
1162,96382,0
1163,4819.1,10388
1163,9638.2,0
1163,14457.3,0
1163,19276.4,0
1163,24095.5,0
1163,28914.6,0
1163,33733.7,0
1163,38552.8,0
1163,43371.9,0
1163,48191,0
1163,53010.1,0
1163,57829.2,0
1163,62648.3,0
1163,67467.4,0
1163,72286.5,0
1163,77105.6,0
1163,81924.7,0
1163,86743.8,0
1163,91562.9,0
1163,96382,0
1164,4819.1,10389
1164,9638.2,0
1164,14457.3,0
1164,19276.4,0
1164,24095.5,0
1164,28914.6,0
1164,33733.7,0
1164,38552.8,0
1164,43371.9,0
1164,48191,0
1164,53010.1,0
1164,57829.2,0
1164,62648.3,0
1164,67467.4,0
1164,72286.5,0
1164,77105.6,0
1164,81924.7,0
1164,86743.8,0
1164,91562.9,0
1164,96382,0
1165,4819.1,10460
1165,9638.2,0
1165,14457.3,0
1165,19276.4,0
1165,24095.5,0
1165,28914.6,0
1165,33733.7,0
1165,38552.8,0
1165,43371.9,0
1165,48191,0
1165,53010.1,0
1165,57829.2,0
1165,62648.3,0
1165,67467.4,0
1165,72286.5,0
1165,77105.6,0
1165,81924.7,0
1165,86743.8,0
1165,91562.9,0
1165,96382,0
1166,4819.1,10559
1166,9638.2,0
1166,14457.3,0
1166,19276.4,0
1166,24095.5,0
1166,28914.6,0
1166,33733.7,0
1166,38552.8,0
1166,43371.9,0
1166,48191,0
1166,53010.1,0
1166,57829.2,0
1166,62648.3,0
1166,67467.4,0
1166,72286.5,0
1166,77105.6,0
1166,81924.7,0
1166,86743.8,0
1166,91562.9,0
1166,96382,0
1167,4819.1,10242
1167,9638.2,0
1167,14457.3,0
1167,19276.4,0
1167,24095.5,0
1167,28914.6,0
1167,33733.7,0
1167,38552.8,0
1167,43371.9,0
1167,48191,0
1167,53010.1,0
1167,57829.2,0
1167,62648.3,0
1167,67467.4,0
1167,72286.5,0
1167,77105.6,0
1167,81924.7,0
1167,86743.8,0
1167,91562.9,0
1167,96382,0
1168,4819.1,10358
1168,9638.2,0
1168,14457.3,0
1168,19276.4,0
1168,24095.5,0
1168,28914.6,0
1168,33733.7,0
1168,38552.8,0
1168,43371.9,0
1168,48191,0
1168,53010.1,0
1168,57829.2,0
1168,62648.3,0
1168,67467.4,0
1168,72286.5,0
1168,77105.6,0
1168,81924.7,0
1168,86743.8,0
1168,91562.9,0
1168,96382,0
1169,4819.1,11146
1169,9638.2,0
1169,14457.3,0
1169,19276.4,0
1169,24095.5,0
1169,28914.6,0
1169,33733.7,0
1169,38552.8,0
1169,43371.9,0
1169,48191,0
1169,53010.1,0
1169,57829.2,0
1169,62648.3,0
1169,67467.4,0
1169,72286.5,0
1169,77105.6,0
1169,81924.7,0
1169,86743.8,0
1169,91562.9,0
1169,96382,0
1170,4819.1,17933
1170,9638.2,0
1170,14457.3,0
1170,19276.4,0
1170,24095.5,0
1170,28914.6,0
1170,33733.7,0
1170,38552.8,0
1170,43371.9,0
1170,48191,0
1170,53010.1,0
1170,57829.2,0
1170,62648.3,0
1170,67467.4,0
1170,72286.5,0
1170,77105.6,0
1170,81924.7,0
1170,86743.8,0
1170,91562.9,0
1170,96382,0
1171,4819.1,17809
1171,9638.2,0
1171,14457.3,0
1171,19276.4,0
1171,24095.5,0
1171,28914.6,0
1171,33733.7,0
1171,38552.8,0
1171,43371.9,0
1171,48191,0
1171,53010.1,0
1171,57829.2,0
1171,62648.3,0
1171,67467.4,0
1171,72286.5,0
1171,77105.6,0
1171,81924.7,0
1171,86743.8,0
1171,91562.9,0
1171,96382,0
1172,4819.1,16912
1172,9638.2,0
1172,14457.3,0
1172,19276.4,0
1172,24095.5,0
1172,28914.6,0
1172,33733.7,0
1172,38552.8,0
1172,43371.9,0
1172,48191,0
1172,53010.1,0
1172,57829.2,0
1172,62648.3,0
1172,67467.4,0
1172,72286.5,0
1172,77105.6,0
1172,81924.7,0
1172,86743.8,0
1172,91562.9,0
1172,96382,0
1173,4819.1,10971
1173,9638.2,0
1173,14457.3,0
1173,19276.4,0
1173,24095.5,0
1173,28914.6,0
1173,33733.7,0
1173,38552.8,0
1173,43371.9,0
1173,48191,0
1173,53010.1,0
1173,57829.2,0
1173,62648.3,0
1173,67467.4,0
1173,72286.5,0
1173,77105.6,0
1173,81924.7,0
1173,86743.8,0
1173,91562.9,0
1173,96382,0
1174,4819.1,17874
1174,9638.2,0
1174,14457.3,0
1174,19276.4,0
1174,24095.5,0
1174,28914.6,0
1174,33733.7,0
1174,38552.8,0
1174,43371.9,0
1174,48191,0
1174,53010.1,0
1174,57829.2,0
1174,62648.3,0
1174,67467.4,0
1174,72286.5,0
1174,77105.6,0
1174,81924.7,0
1174,86743.8,0
1174,91562.9,0
1174,96382,0
1175,4819.1,17864
1175,9638.2,0
1175,14457.3,0
1175,19276.4,0
1175,24095.5,0
1175,28914.6,0
1175,33733.7,0
1175,38552.8,0
1175,43371.9,0
1175,48191,0
1175,53010.1,0
1175,57829.2,0
1175,62648.3,0
1175,67467.4,0
1175,72286.5,0
1175,77105.6,0
1175,81924.7,0
1175,86743.8,0
1175,91562.9,0
1175,96382,0
1176,4819.1,17840
1176,9638.2,0
1176,14457.3,0
1176,19276.4,0
1176,24095.5,0
1176,28914.6,0
1176,33733.7,0
1176,38552.8,0
1176,43371.9,0
1176,48191,0
1176,53010.1,0
1176,57829.2,0
1176,62648.3,0
1176,67467.4,0
1176,72286.5,0
1176,77105.6,0
1176,81924.7,0
1176,86743.8,0
1176,91562.9,0
1176,96382,0
1177,4819.1,10663
1177,9638.2,0
1177,14457.3,0
1177,19276.4,0
1177,24095.5,0
1177,28914.6,0
1177,33733.7,0
1177,38552.8,0
1177,43371.9,0
1177,48191,0
1177,53010.1,0
1177,57829.2,0
1177,62648.3,0
1177,67467.4,0
1177,72286.5,0
1177,77105.6,0
1177,81924.7,0
1177,86743.8,0
1177,91562.9,0
1177,96382,0
1178,4819.1,10467
1178,9638.2,0
1178,14457.3,0
1178,19276.4,0
1178,24095.5,0
1178,28914.6,0
1178,33733.7,0
1178,38552.8,0
1178,43371.9,0
1178,48191,0
1178,53010.1,0
1178,57829.2,0
1178,62648.3,0
1178,67467.4,0
1178,72286.5,0
1178,77105.6,0
1178,81924.7,0
1178,86743.8,0
1178,91562.9,0
1178,96382,0
1179,4819.1,10513
1179,9638.2,0
1179,14457.3,0
1179,19276.4,0
1179,24095.5,0
1179,28914.6,0
1179,33733.7,0
1179,38552.8,0
1179,43371.9,0
1179,48191,0
1179,53010.1,0
1179,57829.2,0
1179,62648.3,0
1179,67467.4,0
1179,72286.5,0
1179,77105.6,0
1179,81924.7,0
1179,86743.8,0
1179,91562.9,0
1179,96382,0
1180,4819.1,10284
1180,9638.2,0
1180,14457.3,0
1180,19276.4,0
1180,24095.5,0
1180,28914.6,0
1180,33733.7,0
1180,38552.8,0
1180,43371.9,0
1180,48191,0
1180,53010.1,0
1180,57829.2,0
1180,62648.3,0
1180,67467.4,0
